batter,bowler,runs,balls,dismissals,strike_rate,average
AB de Villiers,M Ashwin,55,31,31,177.41935483870967,1.7741935483870968
AB de Villiers,M Jansen,3,5,5,60.0,0.6
AB de Villiers,M Kartik,12,14,14,85.71428571428571,0.8571428571428571
AB de Villiers,M Markande,8,8,8,100.0,1.0
AB de Villiers,M Morkel,22,17,17,129.41176470588235,1.2941176470588236
AB de Villiers,M Muralitharan,33,28,28,117.85714285714286,1.1785714285714286
AB de Villiers,M Ntini,3,3,3,100.0,1.0
AB de Villiers,M Prasidh Krishna,29,15,15,193.33333333333334,1.9333333333333333
AB de Villiers,MC Henriques,57,36,37,158.33333333333331,1.5405405405405406
AB de Villiers,MG Johnson,24,18,18,133.33333333333331,1.3333333333333333
AB de Villiers,MG Neser,28,10,10,280.0,2.8
AB de Villiers,MJ McClenaghan,55,24,25,229.16666666666666,2.2
AB de Villiers,MJ Santner,9,9,9,100.0,1.0
AB de Villiers,MM Patel,37,28,28,132.14285714285714,1.3214285714285714
AB de Villiers,MM Sharma,69,28,28,246.42857142857144,2.4642857142857144
AB de Villiers,MP Stoinis,48,20,22,240.0,2.1818181818181817
AB de Villiers,MR Marsh,16,4,4,400.0,4.0
AB de Villiers,MS Gony,40,24,24,166.66666666666669,1.6666666666666667
AB de Villiers,Mohammad Nabi,1,2,2,50.0,0.5
AB de Villiers,Mohammed Shami,59,30,30,196.66666666666666,1.9666666666666666
AB de Villiers,Monu Kumar,8,4,4,200.0,2.0
AB de Villiers,Mujeeb Ur Rahman,15,7,7,214.28571428571428,2.142857142857143
AB de Villiers,Mustafizur Rahman,7,12,12,58.333333333333336,0.5833333333333334
AB de Villiers,N Rana,12,5,6,240.0,2.0
AB de Villiers,NLTC Perera,6,6,6,100.0,1.0
AB de Villiers,NM Coulter-Nile,4,2,2,200.0,2.0
AB de Villiers,P Awana,19,10,11,190.0,1.7272727272727273
AB de Villiers,P Kumar,52,25,26,208.0,2.0
AB de Villiers,P Negi,13,10,10,130.0,1.3
AB de Villiers,PC Valthaty,14,10,10,140.0,1.4
AB de Villiers,PJ Cummins,23,12,12,191.66666666666669,1.9166666666666667
