player,player_team,opponent_team,runs_batter,balls_faced,strike_rate,role,runs_bowler,bowler_wicket,ball_no,overs,economy
MA Agarwal,Royal Challengers Bengaluru,Sunrisers Hyderabad,82.0,59.0,138.98305084745763,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Chennai Super Kings,2.0,4.0,50.0,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Delhi Capitals,54.0,45.0,120.0,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Gujarat Titans,16.0,17.0,94.11764705882352,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Kolkata Knight Riders,59.0,45.0,131.11111111111111,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Lucknow Super Giants,8.0,7.0,114.28571428571428,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Mumbai Indians,147.0,106.0,138.67924528301887,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Punjab Kings,21.0,20.0,105.0,batter,,,,,
MA Agarwal,Sunrisers Hyderabad,Rajasthan Royals,27.0,23.0,117.3913043478261,batter,,,,,
MA Khote,Mumbai Indians,Chennai Super Kings,9.0,5.0,180.0,batter,,,,,
MA Khote,Mumbai Indians,Punjab Kings,8.0,7.0,114.28571428571428,batter,,,,,
MA Khote,Mumbai Indians,Sunrisers Hyderabad,7.0,10.0,70.0,batter,,,,,
MA Starc,Delhi Capitals,Gujarat Titans,2.0,2.0,100.0,batter,,,,,
MA Starc,Delhi Capitals,Kolkata Knight Riders,0.0,1.0,0.0,batter,,,,,
MA Starc,Delhi Capitals,Lucknow Super Giants,2.0,5.0,40.0,batter,,,,,
MA Starc,Delhi Capitals,Mumbai Indians,1.0,1.0,100.0,batter,,,,,
MA Starc,Delhi Capitals,Sunrisers Hyderabad,1.0,1.0,100.0,batter,,,,,
MA Starc,Kolkata Knight Riders,Chennai Super Kings,0.0,3.0,0.0,batter,,,,,
MA Starc,Kolkata Knight Riders,Delhi Capitals,1.0,1.0,100.0,batter,,,,,
MA Starc,Kolkata Knight Riders,Mumbai Indians,2.0,4.0,50.0,batter,,,,,
MA Starc,Kolkata Knight Riders,Sunrisers Hyderabad,6.0,3.0,200.0,batter,,,,,
MA Starc,Royal Challengers Bengaluru,Chennai Super Kings,13.0,16.0,81.25,batter,,,,,
MA Starc,Royal Challengers Bengaluru,Kolkata Knight Riders,12.0,8.0,150.0,batter,,,,,
MA Starc,Royal Challengers Bengaluru,Mumbai Indians,5.0,4.0,125.0,batter,,,,,
MA Starc,Royal Challengers Bengaluru,Punjab Kings,37.0,40.0,92.5,batter,,,,,
MA Starc,Royal Challengers Bengaluru,Rajasthan Royals,18.0,16.0,112.5,batter,,,,,
MA Starc,Royal Challengers Bengaluru,Sunrisers Hyderabad,11.0,14.0,78.57142857142857,batter,,,,,
MA Wood,Chennai Super Kings,Mumbai Indians,1.0,3.0,33.33333333333333,batter,,,,,
MA Wood,Lucknow Super Giants,Chennai Super Kings,10.0,3.0,333.33333333333337,batter,,,,,
MA Wood,Lucknow Super Giants,Royal Challengers Bengaluru,1.0,2.0,50.0,batter,,,,,
MC Henriques,Delhi Capitals,Sunrisers Hyderabad,11.0,5.0,220.00000000000003,batter,,,,,
MC Henriques,Kolkata Knight Riders,Delhi Capitals,32.0,32.0,100.0,batter,,,,,
MC Henriques,Kolkata Knight Riders,Sunrisers Hyderabad,6.0,8.0,75.0,batter,,,,,
MC Henriques,Punjab Kings,Chennai Super Kings,3.0,3.0,100.0,batter,,,,,
MC Henriques,Punjab Kings,Kolkata Knight Riders,2.0,3.0,66.66666666666666,batter,,,,,
MC Henriques,Punjab Kings,Royal Challengers Bengaluru,12.0,9.0,133.33333333333331,batter,,,,,
MC Henriques,Punjab Kings,Sunrisers Hyderabad,14.0,17.0,82.35294117647058,batter,,,,,
MC Henriques,Royal Challengers Bengaluru,Chennai Super Kings,12.0,3.0,400.0,batter,,,,,
MC Henriques,Royal Challengers Bengaluru,Delhi Capitals,26.0,22.0,118.18181818181819,batter,,,,,
MC Henriques,Royal Challengers Bengaluru,Kolkata Knight Riders,11.0,11.0,100.0,batter,,,,,
MC Henriques,Royal Challengers Bengaluru,Other,27.0,13.0,207.6923076923077,batter,,,,,
MC Henriques,Royal Challengers Bengaluru,Punjab Kings,16.0,8.0,200.0,batter,,,,,
MC Henriques,Royal Challengers Bengaluru,Rajasthan Royals,22.0,19.0,115.78947368421053,batter,,,,,
MC Henriques,Royal Challengers Bengaluru,Sunrisers Hyderabad,51.0,49.0,104.08163265306123,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Chennai Super Kings,19.0,9.0,211.11111111111111,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Delhi Capitals,129.0,84.0,153.57142857142858,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Kolkata Knight Riders,109.0,88.0,123.86363636363636,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Mumbai Indians,76.0,78.0,97.43589743589743,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Other,81.0,63.0,128.57142857142858,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Punjab Kings,79.0,83.0,95.18072289156626,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Rajasthan Royals,29.0,34.0,85.29411764705883,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Rising Pune Supergiants,70.0,46.0,152.17391304347828,batter,,,,,
MC Henriques,Sunrisers Hyderabad,Royal Challengers Bengaluru,163.0,101.0,161.3861386138614,batter,,,,,
MC Juneja,Delhi Capitals,Chennai Super Kings,2.0,3.0,66.66666666666666,batter,,,,,
MC Juneja,Delhi Capitals,Kolkata Knight Riders,8.0,9.0,88.88888888888889,batter,,,,,
MC Juneja,Delhi Capitals,Mumbai Indians,49.0,40.0,122.50000000000001,batter,,,,,
MC Juneja,Delhi Capitals,Punjab Kings,14.0,20.0,70.0,batter,,,,,
MC Juneja,Delhi Capitals,Rajasthan Royals,20.0,18.0,111.11111111111111,batter,,,,,
MC Juneja,Delhi Capitals,Royal Challengers Bengaluru,17.0,16.0,106.25,batter,,,,,
MC Juneja,Delhi Capitals,Sunrisers Hyderabad,15.0,22.0,68.18181818181817,batter,,,,,
MD Choudhary,Lucknow Super Giants,Delhi Capitals,14.0,11.0,127.27272727272727,batter,,,,,
MD Choudhary,Lucknow Super Giants,Gujarat Titans,18.0,14.0,128.57142857142858,batter,,,,,
MD Choudhary,Lucknow Super Giants,Kolkata Knight Riders,54.0,27.0,200.0,batter,,,,,
MD Choudhary,Lucknow Super Giants,Royal Challengers Bengaluru,39.0,28.0,139.28571428571428,batter,,,,,
MD Choudhary,Lucknow Super Giants,Sunrisers Hyderabad,2.0,5.0,40.0,batter,,,,,
MD Mishra,Other,Chennai Super Kings,11.0,18.0,61.111111111111114,batter,,,,,
MD Mishra,Other,Delhi Capitals,7.0,11.0,63.63636363636363,batter,,,,,
MD Mishra,Other,Mumbai Indians,12.0,10.0,120.0,batter,,,,,
MD Mishra,Other,Other,37.0,21.0,176.19047619047618,batter,,,,,
MD Mishra,Other,Royal Challengers Bengaluru,4.0,4.0,100.0,batter,,,,,
MD Mishra,Sunrisers Hyderabad,Chennai Super Kings,23.0,23.0,100.0,batter,,,,,
MD Mishra,Sunrisers Hyderabad,Delhi Capitals,26.0,23.0,113.04347826086956,batter,,,,,
MD Mishra,Sunrisers Hyderabad,Kolkata Knight Riders,29.0,16.0,181.25,batter,,,,,
MD Mishra,Sunrisers Hyderabad,Mumbai Indians,18.0,19.0,94.73684210526315,batter,,,,,
MD Mishra,Sunrisers Hyderabad,Punjab Kings,20.0,21.0,95.23809523809523,batter,,,,,
MD Mishra,Sunrisers Hyderabad,Royal Challengers Bengaluru,50.0,42.0,119.04761904761905,batter,,,,,
MD Shanaka,Gujarat Titans,Chennai Super Kings,17.0,16.0,106.25,batter,,,,,
MD Shanaka,Gujarat Titans,Royal Challengers Bengaluru,0.0,3.0,0.0,batter,,,,,
MD Shanaka,Gujarat Titans,Sunrisers Hyderabad,9.0,7.0,128.57142857142858,batter,,,,,
MDKJ Perera,Rajasthan Royals,Delhi Capitals,14.0,12.0,116.66666666666667,batter,,,,,
MDKJ Perera,Rajasthan Royals,Other,0.0,1.0,0.0,batter,,,,,
MEK Hussey,Chennai Super Kings,Delhi Capitals,169.0,152.0,111.1842105263158,batter,,,,,
MEK Hussey,Chennai Super Kings,Kolkata Knight Riders,278.0,237.0,117.29957805907173,batter,,,,,
MEK Hussey,Chennai Super Kings,Mumbai Indians,258.0,225.0,114.66666666666667,batter,,,,,
MEK Hussey,Chennai Super Kings,Other,115.0,121.0,95.0413223140496,batter,,,,,
MEK Hussey,Chennai Super Kings,Punjab Kings,245.0,151.0,162.25165562913907,batter,,,,,
MEK Hussey,Chennai Super Kings,Rajasthan Royals,272.0,208.0,130.76923076923077,batter,,,,,
MEK Hussey,Chennai Super Kings,Royal Challengers Bengaluru,265.0,216.0,122.68518518518519,batter,,,,,
MEK Hussey,Chennai Super Kings,Sunrisers Hyderabad,166.0,120.0,138.33333333333334,batter,,,,,
MEK Hussey,Mumbai Indians,Chennai Super Kings,40.0,40.0,100.0,batter,,,,,
MEK Hussey,Mumbai Indians,Delhi Capitals,66.0,51.0,129.41176470588235,batter,,,,,
MEK Hussey,Mumbai Indians,Kolkata Knight Riders,3.0,13.0,23.076923076923077,batter,,,,,
MEK Hussey,Mumbai Indians,Punjab Kings,6.0,13.0,46.15384615384615,batter,,,,,
MEK Hussey,Mumbai Indians,Rajasthan Royals,78.0,50.0,156.0,batter,,,,,
MEK Hussey,Mumbai Indians,Royal Challengers Bengaluru,16.0,15.0,106.66666666666667,batter,,,,,
MF Maharoof,Delhi Capitals,Kolkata Knight Riders,12.0,15.0,80.0,batter,,,,,
MF Maharoof,Delhi Capitals,Mumbai Indians,48.0,31.0,154.83870967741936,batter,,,,,
MF Maharoof,Delhi Capitals,Punjab Kings,22.0,23.0,95.65217391304348,batter,,,,,
MF Maharoof,Delhi Capitals,Rajasthan Royals,45.0,22.0,204.54545454545453,batter,,,,,
MF Maharoof,Delhi Capitals,Royal Challengers Bengaluru,31.0,21.0,147.61904761904762,batter,,,,,
MF Maharoof,Delhi Capitals,Sunrisers Hyderabad,19.0,11.0,172.72727272727272,batter,,,,,
MG Bracewell,Royal Challengers Bengaluru,Gujarat Titans,26.0,16.0,162.5,batter,,,,,
MG Bracewell,Royal Challengers Bengaluru,Kolkata Knight Riders,19.0,18.0,105.55555555555556,batter,,,,,
MG Bracewell,Royal Challengers Bengaluru,Rajasthan Royals,9.0,9.0,100.0,batter,,,,,
MG Bracewell,Royal Challengers Bengaluru,Sunrisers Hyderabad,4.0,4.0,100.0,batter,,,,,
MG Johnson,Kolkata Knight Riders,Delhi Capitals,12.0,6.0,200.0,batter,,,,,
MG Johnson,Kolkata Knight Riders,Sunrisers Hyderabad,4.0,5.0,80.0,batter,,,,,
MG Johnson,Mumbai Indians,Chennai Super Kings,7.0,9.0,77.77777777777779,batter,,,,,
MG Johnson,Mumbai Indians,Delhi Capitals,7.0,3.0,233.33333333333334,batter,,,,,
MG Johnson,Mumbai Indians,Kolkata Knight Riders,10.0,6.0,166.66666666666669,batter,,,,,
MG Johnson,Mumbai Indians,Rajasthan Royals,13.0,16.0,81.25,batter,,,,,
MG Johnson,Mumbai Indians,Rising Pune Supergiants,13.0,14.0,92.85714285714286,batter,,,,,
MG Johnson,Mumbai Indians,Royal Challengers Bengaluru,9.0,5.0,180.0,batter,,,,,
MG Johnson,Punjab Kings,Chennai Super Kings,13.0,9.0,144.44444444444443,batter,,,,,
MG Johnson,Punjab Kings,Delhi Capitals,4.0,12.0,33.33333333333333,batter,,,,,
MG Johnson,Punjab Kings,Kolkata Knight Riders,25.0,26.0,96.15384615384616,batter,,,,,
MG Johnson,Punjab Kings,Mumbai Indians,12.0,14.0,85.71428571428571,batter,,,,,
MG Johnson,Punjab Kings,Rajasthan Royals,13.0,11.0,118.18181818181819,batter,,,,,
MG Johnson,Punjab Kings,Royal Challengers Bengaluru,17.0,16.0,106.25,batter,,,,,
MG Johnson,Punjab Kings,Sunrisers Hyderabad,8.0,12.0,66.66666666666666,batter,,,,,
MJ Clarke,Other,Kolkata Knight Riders,14.0,20.0,70.0,batter,,,,,
MJ Clarke,Other,Mumbai Indians,14.0,15.0,93.33333333333333,batter,,,,,
MJ Clarke,Other,Rajasthan Royals,16.0,18.0,88.88888888888889,batter,,,,,
MJ Clarke,Other,Royal Challengers Bengaluru,13.0,10.0,130.0,batter,,,,,
MJ Clarke,Other,Sunrisers Hyderabad,41.0,31.0,132.25806451612902,batter,,,,,
MJ Guptill,Mumbai Indians,Delhi Capitals,48.0,42.0,114.28571428571428,batter,,,,,
MJ Guptill,Mumbai Indians,Other,7.0,9.0,77.77777777777779,batter,,,,,
MJ Guptill,Mumbai Indians,Sunrisers Hyderabad,2.0,4.0,50.0,batter,,,,,
MJ Guptill,Punjab Kings,Delhi Capitals,50.0,27.0,185.1851851851852,batter,,,,,
MJ Guptill,Punjab Kings,Kolkata Knight Riders,12.0,16.0,75.0,batter,,,,,
MJ Guptill,Punjab Kings,Mumbai Indians,36.0,18.0,200.0,batter,,,,,
MJ Guptill,Punjab Kings,Other,2.0,5.0,40.0,batter,,,,,
MJ Guptill,Punjab Kings,Rising Pune Supergiants,0.0,1.0,0.0,batter,,,,,
MJ Guptill,Punjab Kings,Royal Challengers Bengaluru,9.0,10.0,90.0,batter,,,,,
MJ Guptill,Punjab Kings,Sunrisers Hyderabad,23.0,11.0,209.0909090909091,batter,,,,,
MJ Guptill,Sunrisers Hyderabad,Delhi Capitals,36.0,19.0,189.4736842105263,batter,,,,,
MJ Guptill,Sunrisers Hyderabad,Mumbai Indians,16.0,12.0,133.33333333333331,batter,,,,,
MJ Guptill,Sunrisers Hyderabad,Royal Challengers Bengaluru,30.0,23.0,130.43478260869566,batter,,,,,
MJ Henry,Chennai Super Kings,Rajasthan Royals,5.0,7.0,71.42857142857143,batter,,,,,
MJ Henry,Chennai Super Kings,Royal Challengers Bengaluru,2.0,3.0,66.66666666666666,batter,,,,,
MJ Lumb,Rajasthan Royals,Chennai Super Kings,67.0,42.0,159.52380952380955,batter,,,,,
MJ Lumb,Rajasthan Royals,Delhi Capitals,0.0,2.0,0.0,batter,,,,,
MJ Lumb,Rajasthan Royals,Kolkata Knight Riders,0.0,1.0,0.0,batter,,,,,
MJ Lumb,Rajasthan Royals,Mumbai Indians,8.0,6.0,133.33333333333331,batter,,,,,
MJ Lumb,Rajasthan Royals,Punjab Kings,124.0,73.0,169.86301369863014,batter,,,,,
MJ Lumb,Rajasthan Royals,Royal Challengers Bengaluru,19.0,26.0,73.07692307692307,batter,,,,,
MJ Lumb,Rajasthan Royals,Sunrisers Hyderabad,60.0,42.0,142.85714285714286,batter,,,,,
MJ Lumb,Sunrisers Hyderabad,Mumbai Indians,0.0,2.0,0.0,batter,,,,,
MJ McClenaghan,Mumbai Indians,Chennai Super Kings,0.0,2.0,0.0,batter,,,,,
MJ McClenaghan,Mumbai Indians,Delhi Capitals,11.0,10.0,110.00000000000001,batter,,,,,
MJ McClenaghan,Mumbai Indians,Kolkata Knight Riders,20.0,8.0,250.0,batter,,,,,
MJ McClenaghan,Mumbai Indians,Other,1.0,1.0,100.0,batter,,,,,
MJ McClenaghan,Mumbai Indians,Punjab Kings,15.0,13.0,115.38461538461537,batter,,,,,
MJ McClenaghan,Mumbai Indians,Rajasthan Royals,0.0,1.0,0.0,batter,,,,,
MJ McClenaghan,Mumbai Indians,Rising Pune Supergiants,14.0,13.0,107.6923076923077,batter,,,,,
MJ McClenaghan,Mumbai Indians,Royal Challengers Bengaluru,13.0,9.0,144.44444444444443,batter,,,,,
MJ McClenaghan,Mumbai Indians,Sunrisers Hyderabad,11.0,13.0,84.61538461538461,batter,,,,,
MJ Owen,Punjab Kings,Rajasthan Royals,0.0,2.0,0.0,batter,,,,,
MJ Santner,Chennai Super Kings,Gujarat Titans,2.0,6.0,33.33333333333333,batter,,,,,
MJ Santner,Chennai Super Kings,Lucknow Super Giants,1.0,1.0,100.0,batter,,,,,
MJ Santner,Chennai Super Kings,Mumbai Indians,33.0,29.0,113.79310344827587,batter,,,,,
MJ Santner,Chennai Super Kings,Punjab Kings,20.0,26.0,76.92307692307693,batter,,,,,
MJ Santner,Chennai Super Kings,Rajasthan Royals,11.0,5.0,220.00000000000003,batter,,,,,
MJ Santner,Chennai Super Kings,Royal Challengers Bengaluru,3.0,4.0,75.0,batter,,,,,
MJ Santner,Mumbai Indians,Chennai Super Kings,11.0,13.0,84.61538461538461,batter,,,,,
MJ Santner,Mumbai Indians,Delhi Capitals,18.0,13.0,138.46153846153845,batter,,,,,
MJ Santner,Mumbai Indians,Gujarat Titans,18.0,11.0,163.63636363636365,batter,,,,,
MJ Santner,Mumbai Indians,Lucknow Super Giants,2.0,2.0,100.0,batter,,,,,
MJ Santner,Mumbai Indians,Punjab Kings,1.0,2.0,50.0,batter,,,,,
MJ Santner,Mumbai Indians,Royal Challengers Bengaluru,16.0,10.0,160.0,batter,,,,,
MJ Santner,Mumbai Indians,Sunrisers Hyderabad,0.0,1.0,0.0,batter,,,,,
MJ Suthar,Gujarat Titans,Royal Challengers Bengaluru,1.0,2.0,50.0,batter,,,,,
MK Lomror,Rajasthan Royals,Delhi Capitals,28.0,29.0,96.55172413793103,batter,,,,,
MK Lomror,Rajasthan Royals,Mumbai Indians,11.0,13.0,84.61538461538461,batter,,,,,
MK Lomror,Rajasthan Royals,Punjab Kings,52.0,26.0,200.0,batter,,,,,
MK Lomror,Rajasthan Royals,Royal Challengers Bengaluru,50.0,43.0,116.27906976744187,batter,,,,,
MK Lomror,Rajasthan Royals,Sunrisers Hyderabad,40.0,40.0,100.0,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Chennai Super Kings,42.0,33.0,127.27272727272727,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Delhi Capitals,93.0,55.0,169.0909090909091,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Gujarat Titans,17.0,11.0,154.54545454545453,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Kolkata Knight Riders,38.0,21.0,180.95238095238096,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Lucknow Super Giants,50.0,26.0,192.30769230769232,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Mumbai Indians,1.0,4.0,25.0,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Punjab Kings,30.0,22.0,136.36363636363635,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Rajasthan Royals,49.0,35.0,140.0,batter,,,,,
MK Lomror,Royal Challengers Bengaluru,Sunrisers Hyderabad,26.0,15.0,173.33333333333334,batter,,,,,
MK Pandey,Delhi Capitals,Chennai Super Kings,27.0,29.0,93.10344827586206,batter,,,,,
MK Pandey,Delhi Capitals,Gujarat Titans,1.0,4.0,25.0,batter,,,,,
MK Pandey,Delhi Capitals,Kolkata Knight Riders,21.0,23.0,91.30434782608695,batter,,,,,
MK Pandey,Delhi Capitals,Mumbai Indians,26.0,18.0,144.44444444444443,batter,,,,,
MK Pandey,Delhi Capitals,Punjab Kings,0.0,3.0,0.0,batter,,,,,
MK Pandey,Delhi Capitals,Rajasthan Royals,0.0,1.0,0.0,batter,,,,,
MK Pandey,Delhi Capitals,Royal Challengers Bengaluru,50.0,38.0,131.57894736842107,batter,,,,,
MK Pandey,Delhi Capitals,Sunrisers Hyderabad,35.0,30.0,116.66666666666667,batter,,,,,
MK Pandey,Kolkata Knight Riders,Chennai Super Kings,73.0,88.0,82.95454545454545,batter,,,,,
MK Pandey,Kolkata Knight Riders,Delhi Capitals,182.0,143.0,127.27272727272727,batter,,,,,
MK Pandey,Kolkata Knight Riders,Mumbai Indians,346.0,253.0,136.75889328063244,batter,,,,,
MK Pandey,Kolkata Knight Riders,Other,25.0,26.0,96.15384615384616,batter,,,,,
MK Pandey,Kolkata Knight Riders,Punjab Kings,248.0,186.0,133.33333333333331,batter,,,,,
MK Pandey,Kolkata Knight Riders,Rajasthan Royals,48.0,35.0,137.14285714285714,batter,,,,,
MK Pandey,Kolkata Knight Riders,Rising Pune Supergiants,52.0,42.0,123.80952380952381,batter,,,,,
MK Pandey,Kolkata Knight Riders,Royal Challengers Bengaluru,118.0,96.0,122.91666666666667,batter,,,,,
MK Pandey,Kolkata Knight Riders,Sunrisers Hyderabad,320.0,245.0,130.6122448979592,batter,,,,,
MK Pandey,Lucknow Super Giants,Chennai Super Kings,5.0,6.0,83.33333333333334,batter,,,,,
MK Pandey,Lucknow Super Giants,Gujarat Titans,6.0,5.0,120.0,batter,,,,,
MK Pandey,Lucknow Super Giants,Mumbai Indians,60.0,51.0,117.64705882352942,batter,,,,,
MK Pandey,Lucknow Super Giants,Royal Challengers Bengaluru,6.0,8.0,75.0,batter,,,,,
MK Pandey,Lucknow Super Giants,Sunrisers Hyderabad,11.0,10.0,110.00000000000001,batter,,,,,
MK Pandey,Mumbai Indians,Kolkata Knight Riders,0.0,3.0,0.0,batter,,,,,
MK Pandey,Mumbai Indians,Rajasthan Royals,3.0,6.0,50.0,batter,,,,,
MK Pandey,Other,Chennai Super Kings,44.0,36.0,122.22222222222223,batter,,,,,
MK Pandey,Other,Delhi Capitals,90.0,70.0,128.57142857142858,batter,,,,,
MK Pandey,Other,Kolkata Knight Riders,99.0,74.0,133.7837837837838,batter,,,,,
MK Pandey,Other,Mumbai Indians,88.0,81.0,108.64197530864197,batter,,,,,
MK Pandey,Other,Punjab Kings,40.0,41.0,97.5609756097561,batter,,,,,
MK Pandey,Other,Rajasthan Royals,30.0,31.0,96.7741935483871,batter,,,,,
MK Pandey,Other,Royal Challengers Bengaluru,19.0,25.0,76.0,batter,,,,,
MK Pandey,Other,Sunrisers Hyderabad,115.0,118.0,97.45762711864407,batter,,,,,
MK Pandey,Royal Challengers Bengaluru,Chennai Super Kings,73.0,70.0,104.28571428571429,batter,,,,,
MK Pandey,Royal Challengers Bengaluru,Delhi Capitals,39.0,29.0,134.48275862068965,batter,,,,,
MK Pandey,Royal Challengers Bengaluru,Kolkata Knight Riders,2.0,9.0,22.22222222222222,batter,,,,,
MK Pandey,Royal Challengers Bengaluru,Mumbai Indians,61.0,54.0,112.96296296296295,batter,,,,,
MK Pandey,Royal Challengers Bengaluru,Punjab Kings,67.0,51.0,131.37254901960785,batter,,,,,
MK Pandey,Royal Challengers Bengaluru,Rajasthan Royals,56.0,43.0,130.2325581395349,batter,,,,,
MK Pandey,Royal Challengers Bengaluru,Sunrisers Hyderabad,119.0,88.0,135.22727272727272,batter,,,,,
MK Pandey,Sunrisers Hyderabad,Chennai Super Kings,190.0,143.0,132.86713286713288,batter,,,,,
MK Pandey,Sunrisers Hyderabad,Delhi Capitals,146.0,132.0,110.6060606060606,batter,,,,,
MK Pandey,Sunrisers Hyderabad,Kolkata Knight Riders,155.0,127.0,122.04724409448819,batter,,,,,
MK Pandey,Sunrisers Hyderabad,Mumbai Indians,216.0,155.0,139.3548387096774,batter,,,,,
MK Pandey,Sunrisers Hyderabad,Punjab Kings,195.0,187.0,104.27807486631015,batter,,,,,
MK Pandey,Sunrisers Hyderabad,Rajasthan Royals,246.0,166.0,148.19277108433735,batter,,,,,
MK Pandey,Sunrisers Hyderabad,Royal Challengers Bengaluru,198.0,169.0,117.15976331360946,batter,,,,,
MK Tiwary,Delhi Capitals,Chennai Super Kings,14.0,17.0,82.35294117647058,batter,,,,,
MK Tiwary,Delhi Capitals,Kolkata Knight Riders,74.0,69.0,107.24637681159422,batter,,,,,
MK Tiwary,Delhi Capitals,Mumbai Indians,77.0,60.0,128.33333333333334,batter,,,,,
MK Tiwary,Delhi Capitals,Punjab Kings,57.0,53.0,107.54716981132076,batter,,,,,
MK Tiwary,Delhi Capitals,Rajasthan Royals,61.0,47.0,129.7872340425532,batter,,,,,
MK Tiwary,Delhi Capitals,Royal Challengers Bengaluru,12.0,12.0,100.0,batter,,,,,
MK Tiwary,Delhi Capitals,Sunrisers Hyderabad,27.0,14.0,192.85714285714286,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Chennai Super Kings,124.0,109.0,113.76146788990826,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Delhi Capitals,118.0,98.0,120.40816326530613,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Mumbai Indians,140.0,121.0,115.70247933884296,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Other,100.0,107.0,93.45794392523365,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Punjab Kings,165.0,154.0,107.14285714285714,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Rajasthan Royals,138.0,119.0,115.96638655462186,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Royal Challengers Bengaluru,119.0,104.0,114.42307692307692,batter,,,,,
MK Tiwary,Kolkata Knight Riders,Sunrisers Hyderabad,98.0,85.0,115.29411764705881,batter,,,,,
MK Tiwary,Punjab Kings,Chennai Super Kings,35.0,30.0,116.66666666666667,batter,,,,,
MK Tiwary,Punjab Kings,Mumbai Indians,4.0,1.0,400.0,batter,,,,,
MK Tiwary,Punjab Kings,Rajasthan Royals,7.0,8.0,87.5,batter,,,,,
MK Tiwary,Punjab Kings,Sunrisers Hyderabad,1.0,5.0,20.0,batter,,,,,
MK Tiwary,Rising Pune Supergiants,Delhi Capitals,60.0,45.0,133.33333333333331,batter,,,,,
MK Tiwary,Rising Pune Supergiants,Kolkata Knight Riders,9.0,11.0,81.81818181818183,batter,,,,,
MK Tiwary,Rising Pune Supergiants,Mumbai Indians,87.0,69.0,126.08695652173914,batter,,,,,
MK Tiwary,Rising Pune Supergiants,Other,31.0,29.0,106.89655172413792,batter,,,,,
MK Tiwary,Rising Pune Supergiants,Punjab Kings,40.0,23.0,173.91304347826087,batter,,,,,
MK Tiwary,Rising Pune Supergiants,Royal Challengers Bengaluru,71.0,46.0,154.34782608695653,batter,,,,,
MK Tiwary,Rising Pune Supergiants,Sunrisers Hyderabad,26.0,13.0,200.0,batter,,,,,
ML Hayden,Chennai Super Kings,Delhi Capitals,181.0,94.0,192.5531914893617,batter,,,,,
ML Hayden,Chennai Super Kings,Kolkata Knight Riders,71.0,59.0,120.33898305084745,batter,,,,,
ML Hayden,Chennai Super Kings,Mumbai Indians,257.0,212.0,121.22641509433963,batter,,,,,
ML Hayden,Chennai Super Kings,Punjab Kings,152.0,108.0,140.74074074074073,batter,,,,,
ML Hayden,Chennai Super Kings,Rajasthan Royals,102.0,81.0,125.92592592592592,batter,,,,,
ML Hayden,Chennai Super Kings,Royal Challengers Bengaluru,208.0,153.0,135.94771241830065,batter,,,,,
ML Hayden,Chennai Super Kings,Sunrisers Hyderabad,136.0,99.0,137.37373737373736,batter,,,,,
MM Ali,Chennai Super Kings,Delhi Capitals,73.0,60.0,121.66666666666666,batter,,,,,
MM Ali,Chennai Super Kings,Gujarat Titans,110.0,77.0,142.85714285714286,batter,,,,,
MM Ali,Chennai Super Kings,Kolkata Knight Riders,95.0,62.0,153.2258064516129,batter,,,,,
MM Ali,Chennai Super Kings,Lucknow Super Giants,84.0,55.0,152.72727272727275,batter,,,,,
MM Ali,Chennai Super Kings,Mumbai Indians,58.0,41.0,141.46341463414635,batter,,,,,
MM Ali,Chennai Super Kings,Punjab Kings,88.0,74.0,118.91891891891892,batter,,,,,
MM Ali,Chennai Super Kings,Rajasthan Royals,180.0,129.0,139.53488372093022,batter,,,,,
MM Ali,Chennai Super Kings,Royal Challengers Bengaluru,79.0,62.0,127.41935483870968,batter,,,,,
MM Ali,Chennai Super Kings,Sunrisers Hyderabad,86.0,66.0,130.3030303030303,batter,,,,,
