bowler,season,runs_bowler,bowler_wicket,ball_no,overs,bowling_average,economy,strike_rate
Iqbal Abdulla,2011,305,16,305,50.833333333333336,19.0625,6.0,19.0625
Iqbal Abdulla,2012,144,4,134,22.333333333333332,36.0,6.447761194029851,33.5
Iqbal Abdulla,2013,142,7,113,18.833333333333332,20.285714285714285,7.539823008849558,16.142857142857142
Iqbal Abdulla,2014,17,0,12,2.0,17.0,8.5,12.0
Iqbal Abdulla,2015,150,4,121,20.166666666666668,37.5,7.438016528925619,30.25
Iqbal Abdulla,2016,213,6,155,25.833333333333332,35.5,8.245161290322581,25.833333333333332
Iqbal Abdulla,2017,55,2,34,5.666666666666667,27.5,9.705882352941176,17.0
Ishan Kishan,2025,4,0,1,0.16666666666666666,4.0,24.0,1.0
J Botha,2009,74,3,75,12.5,24.666666666666668,5.92,25.0
J Botha,2011,239,7,219,36.5,34.142857142857146,6.5479452054794525,31.285714285714285
J Botha,2012,297,9,251,41.833333333333336,33.0,7.099601593625498,27.88888888888889
J Botha,2013,109,5,102,17.0,21.8,6.411764705882353,20.4
J Botha,2015,81,1,62,10.333333333333334,81.0,7.838709677419354,62.0
J Little,2023,294,7,211,35.166666666666664,42.0,8.360189573459715,30.142857142857142
J Little,2024,45,4,25,4.166666666666667,11.25,10.799999999999999,6.25
J Overton,2025,83,0,41,6.833333333333333,83.0,12.146341463414634,41.0
J Overton,2026,106,5,70,11.666666666666666,21.2,9.085714285714285,14.0
J Suchith,2015,337,10,239,39.833333333333336,33.7,8.460251046025103,23.9
J Suchith,2016,31,0,14,2.3333333333333335,31.0,13.285714285714285,14.0
J Suchith,2019,28,2,24,4.0,14.0,7.0,12.0
J Suchith,2021,66,0,42,7.0,66.0,9.428571428571429,42.0
J Suchith,2022,140,7,115,19.166666666666668,20.0,7.304347826086956,16.428571428571427
J Syed Mohammad,2011,127,5,91,15.166666666666666,25.4,8.373626373626374,18.2
J Syed Mohammad,2012,65,0,43,7.166666666666667,65.0,9.069767441860465,43.0
J Syed Mohammad,2013,91,3,62,10.333333333333334,30.333333333333332,8.806451612903226,20.666666666666668
J Theron,2010,196,8,158,26.333333333333332,24.5,7.443037974683545,19.75
J Theron,2012,66,2,51,8.5,33.0,7.764705882352941,25.5
J Theron,2015,40,1,26,4.333333333333333,40.0,9.230769230769232,26.0
J Yadav,2015,29,2,42,7.0,14.5,4.142857142857143,21.0
J Yadav,2016,125,2,104,17.333333333333332,62.5,7.211538461538462,52.0
J Yadav,2017,42,0,37,6.166666666666667,42.0,6.8108108108108105,37.0
J Yadav,2019,50,1,43,7.166666666666667,50.0,6.976744186046512,43.0
J Yadav,2021,173,3,148,24.666666666666668,57.666666666666664,7.013513513513513,49.333333333333336
J Yadav,2023,26,0,24,4.0,26.0,6.5,24.0
JA Duffy,2026,138,6,80,13.333333333333334,23.0,10.35,13.333333333333334
JA Morkel,2008,399,17,310,51.666666666666664,23.470588235294116,7.72258064516129,18.235294117647058
JA Morkel,2009,328,13,249,41.5,25.23076923076923,7.903614457831325,19.153846153846153
JA Morkel,2010,405,11,295,49.166666666666664,36.81818181818182,8.237288135593221,26.818181818181817
JA Morkel,2011,382,15,280,46.666666666666664,25.466666666666665,8.185714285714287,18.666666666666668
JA Morkel,2012,385,13,315,52.5,29.615384615384617,7.333333333333333,24.23076923076923
JA Morkel,2013,159,7,149,24.833333333333332,22.714285714285715,6.402684563758389,21.285714285714285
JA Morkel,2014,126,4,101,16.833333333333332,31.5,7.485148514851486,25.25
JA Morkel,2015,109,3,74,12.333333333333334,36.333333333333336,8.837837837837837,24.666666666666668
JA Morkel,2016,66,2,34,5.666666666666667,33.0,11.647058823529411,17.0
JA Richardson,2021,117,3,69,11.5,39.0,10.173913043478262,23.0
JA Richardson,2024,40,0,25,4.166666666666667,40.0,9.6,25.0
JC Archer,2018,325,15,249,41.5,21.666666666666668,7.831325301204819,16.6
JC Archer,2019,291,11,264,44.0,26.454545454545453,6.613636363636363,24.0
JC Archer,2021,365,20,345,57.5,18.25,6.3478260869565215,17.25
JC Archer,2023,190,2,129,21.5,95.0,8.837209302325581,64.5
JC Archer,2025,431,11,292,48.666666666666664,39.18181818181818,8.856164383561644,26.545454545454547
JC Archer,2026,144,7,104,17.333333333333332,20.571428571428573,8.307692307692308,14.857142857142858
JD Ryder,2009,115,3,104,17.333333333333332,38.333333333333336,6.634615384615385,34.666666666666664
JD Ryder,2011,118,4,94,15.666666666666666,29.5,7.531914893617022,23.5
JD Ryder,2012,70,1,43,7.166666666666667,70.0,9.767441860465116,43.0
JD Unadkat,2010,85,4,62,10.333333333333334,21.25,8.225806451612902,15.5
JD Unadkat,2011,150,6,111,18.5,25.0,8.108108108108109,18.5
JD Unadkat,2012,32,0,18,3.0,32.0,10.666666666666666,18.0
JD Unadkat,2013,370,13,299,49.833333333333336,28.46153846153846,7.424749163879598,23.0
JD Unadkat,2014,270,9,189,31.5,30.0,8.571428571428571,21.0
JD Unadkat,2015,30,0,18,3.0,30.0,10.0,18.0
JD Unadkat,2016,49,0,19,3.1666666666666665,49.0,15.473684210526317,19.0
JD Unadkat,2017,322,24,279,46.5,13.416666666666666,6.924731182795699,11.625
JD Unadkat,2018,486,11,310,51.666666666666664,44.18181818181818,9.406451612903226,28.181818181818183
JD Unadkat,2019,398,10,236,39.333333333333336,39.8,10.118644067796609,23.6
JD Unadkat,2021,396,8,278,46.333333333333336,49.5,8.546762589928058,34.75
JD Unadkat,2022,190,6,123,20.5,31.666666666666668,9.268292682926829,20.5
JD Unadkat,2023,92,0,52,8.666666666666666,92.0,10.615384615384617,52.0
JD Unadkat,2024,319,8,200,33.333333333333336,39.875,9.569999999999999,25.0
JD Unadkat,2025,175,11,146,24.333333333333332,15.909090909090908,7.191780821917809,13.272727272727273
JD Unadkat,2026,140,4,78,13.0,35.0,10.76923076923077,19.5
JDP Oram,2008,149,3,100,16.666666666666668,49.666666666666664,8.94,33.333333333333336
JDP Oram,2009,133,5,94,15.666666666666666,26.6,8.48936170212766,18.8
JDP Oram,2011,45,1,24,4.0,45.0,11.25,24.0
JDP Oram,2013,22,0,26,4.333333333333333,22.0,5.0769230769230775,26.0
JDS Neesham,2014,91,1,57,9.5,91.0,9.578947368421053,57.0
JDS Neesham,2021,214,7,147,24.5,30.571428571428573,8.73469387755102,21.0
JDS Neesham,2022,29,0,18,3.0,29.0,9.666666666666666,18.0
JE Root,2023,14,0,12,2.0,14.0,7.0,12.0
JE Taylor,2011,157,6,122,20.333333333333332,26.166666666666668,7.721311475409837,20.333333333333332
JEC Franklin,2011,99,3,63,10.5,33.0,9.428571428571429,21.0
JEC Franklin,2012,121,6,92,15.333333333333334,20.166666666666668,7.891304347826087,15.333333333333334
JH Kallis,2008,311,4,211,35.166666666666664,77.75,8.843601895734597,52.75
JH Kallis,2009,353,6,289,48.166666666666664,58.833333333333336,7.328719723183391,48.166666666666664
JH Kallis,2010,476,13,350,58.333333333333336,36.61538461538461,8.16,26.923076923076923
JH Kallis,2011,170,7,150,25.0,24.285714285714285,6.8,21.428571428571427
JH Kallis,2012,403,15,336,56.0,26.866666666666667,7.196428571428571,22.4
JH Kallis,2013,394,16,329,54.833333333333336,24.625,7.185410334346504,20.5625
JH Kallis,2014,186,4,134,22.333333333333332,46.5,8.328358208955224,33.5
JJ Bumrah,2013,70,3,45,7.5,23.333333333333332,9.333333333333334,15.0
JJ Bumrah,2014,301,5,246,41.0,60.2,7.341463414634147,49.2
JJ Bumrah,2015,184,3,98,16.333333333333332,61.333333333333336,11.26530612244898,32.666666666666664
JJ Bumrah,2016,406,15,322,53.666666666666664,27.066666666666666,7.565217391304349,21.466666666666665
JJ Bumrah,2017,444,20,373,62.166666666666664,22.2,7.142091152815014,18.65
JJ Bumrah,2018,372,17,333,55.5,21.88235294117647,6.702702702702703,19.58823529411765
JJ Bumrah,2019,417,20,382,63.666666666666664,20.85,6.549738219895288,19.1
JJ Bumrah,2021,830,50,731,121.83333333333333,16.6,6.812585499316006,14.62
JJ Bumrah,2022,383,15,327,54.5,25.533333333333335,7.027522935779817,21.8
JJ Bumrah,2024,336,20,328,54.666666666666664,16.8,6.146341463414634,16.4
JJ Bumrah,2025,316,18,289,48.166666666666664,17.555555555555557,6.560553633217993,16.055555555555557
JJ Bumrah,2026,164,0,121,20.166666666666668,164.0,8.132231404958677,121.0
JJ van der Wath,2011,129,3,76,12.666666666666666,43.0,10.18421052631579,25.333333333333332
JL Pattinson,2021,320,11,222,37.0,29.09090909090909,8.64864864864865,20.181818181818183
JM Kemp,2010,54,3,47,7.833333333333333,18.0,6.893617021276596,15.666666666666666
JO Holder,2013,168,2,125,20.833333333333332,84.0,8.064,62.5
JO Holder,2014,35,1,20,3.3333333333333335,35.0,10.5,20.0
JO Holder,2016,103,2,83,13.833333333333334,51.5,7.44578313253012,41.5
JO Holder,2021,480,30,379,63.166666666666664,16.0,7.598944591029024,12.633333333333333
JO Holder,2022,391,14,266,44.333333333333336,27.928571428571427,8.81954887218045,19.0
JO Holder,2023,284,4,176,29.333333333333332,71.0,9.681818181818182,44.0
JP Behrendorff,2019,165,5,117,19.5,33.0,8.461538461538462,23.4
JP Behrendorff,2023,387,14,262,43.666666666666664,27.642857142857142,8.86259541984733,18.714285714285715
JP Duminy,2009,93,4,107,17.833333333333332,23.25,5.214953271028038,26.75
JP Duminy,2010,37,1,33,5.5,37.0,6.7272727272727275,33.0
JP Duminy,2011,143,4,111,18.5,35.75,7.72972972972973,27.75
JP Duminy,2012,104,1,78,13.0,104.0,8.0,78.0
JP Duminy,2014,240,3,204,34.0,80.0,7.0588235294117645,68.0
JP Duminy,2015,126,8,107,17.833333333333332,15.75,7.065420560747664,13.375
JP Duminy,2016,55,2,43,7.166666666666667,27.5,7.674418604651162,21.5
JP Duminy,2018,36,0,18,3.0,36.0,12.0,18.0
JP Faulkner,2011,9,1,12,2.0,9.0,4.5,12.0
JP Faulkner,2012,72,3,49,8.166666666666666,24.0,8.816326530612246,16.333333333333332
JP Faulkner,2013,427,28,395,65.83333333333333,15.25,6.486075949367089,14.107142857142858
JP Faulkner,2014,429,11,278,46.333333333333336,39.0,9.258992805755396,25.272727272727273
JP Faulkner,2015,426,8,281,46.833333333333336,53.25,9.096085409252668,35.125
JP Faulkner,2016,167,2,108,18.0,83.5,9.277777777777779,54.0
JP Faulkner,2017,269,8,164,27.333333333333332,33.625,9.841463414634147,20.5
JPR Scantlebury-Searles,2018,89,2,45,7.5,44.5,11.866666666666667,22.5
JR Hazlewood,2021,357,12,276,46.0,29.75,7.760869565217392,23.0
JR Hazlewood,2022,377,20,289,48.166666666666664,18.85,7.826989619377163,14.45
JR Hazlewood,2023,76,3,57,9.5,25.333333333333332,8.0,19.0
JR Hazlewood,2025,386,22,270,45.0,17.545454545454547,8.577777777777778,12.272727272727273
JR Hazlewood,2026,64,3,49,8.166666666666666,21.333333333333332,7.836734693877552,16.333333333333332
JR Hopes,2008,276,7,171,28.5,39.42857142857143,9.68421052631579,24.428571428571427
JR Hopes,2011,272,7,198,33.0,38.857142857142854,8.242424242424242,28.285714285714285
JW Hastings,2014,29,1,19,3.1666666666666665,29.0,9.157894736842106,19.0
JW Hastings,2016,37,2,42,7.0,18.5,5.285714285714286,21.0
Jalaj S Saxena,2021,27,0,18,3.0,27.0,9.0,18.0
Jaskaran Singh,2009,32,0,19,3.1666666666666665,32.0,10.105263157894738,19.0
Jaskaran Singh,2010,139,6,92,15.333333333333334,23.166666666666668,9.065217391304348,15.333333333333334
Joginder Sharma,2008,239,8,158,26.333333333333332,29.875,9.075949367088608,19.75
Joginder Sharma,2009,57,2,43,7.166666666666667,28.5,7.953488372093023,21.5
Joginder Sharma,2010,89,2,51,8.5,44.5,10.470588235294118,25.5
Joginder Sharma,2011,34,0,20,3.3333333333333335,34.0,10.2,20.0
K Goel,2008,25,0,12,2.0,25.0,12.5,12.0
K Goel,2009,61,0,49,8.166666666666666,61.0,7.469387755102042,49.0
K Goel,2010,7,0,6,1.0,7.0,7.0,6.0
K Gowtham,2018,312,11,244,40.666666666666664,28.363636363636363,7.672131147540984,22.181818181818183
K Gowtham,2019,166,1,122,20.333333333333332,166.0,8.163934426229508,122.0
K Gowtham,2021,84,1,48,8.0,84.0,10.5,48.0
K Gowtham,2022,99,5,72,12.0,19.8,8.25,14.4
K Gowtham,2023,118,3,100,16.666666666666668,39.333333333333336,7.079999999999999,33.333333333333336
K Gowtham,2024,29,0,13,2.1666666666666665,29.0,13.384615384615385,13.0
K Kartikeya,2022,102,5,78,13.0,20.4,7.846153846153846,15.6
K Kartikeya,2023,227,5,163,27.166666666666668,45.4,8.355828220858895,32.6
K Kartikeya,2025,78,2,49,8.166666666666666,39.0,9.551020408163266,24.5
K Khejroliya,2018,107,2,70,11.666666666666666,53.5,9.171428571428573,35.0
K Khejroliya,2019,46,1,31,5.166666666666667,46.0,8.903225806451612,31.0
K Khejroliya,2023,64,2,28,4.666666666666667,32.0,13.714285714285714,14.0
K Khejroliya,2025,29,1,19,3.1666666666666665,29.0,9.157894736842106,19.0
K Rabada,2017,188,6,137,22.833333333333332,31.333333333333332,8.233576642335766,22.833333333333332
K Rabada,2019,375,26,298,49.666666666666664,14.423076923076923,7.550335570469799,11.461538461538462
K Rabada,2021,1006,47,760,126.66666666666667,21.404255319148938,7.942105263157894,16.170212765957448
K Rabada,2022,406,23,303,50.5,17.652173913043477,8.03960396039604,13.173913043478262
K Rabada,2023,232,7,147,24.5,33.142857142857146,9.46938775510204,21.0
K Rabada,2024,372,11,262,43.666666666666664,33.81818181818182,8.51908396946565,23.818181818181817
K Rabada,2025,162,2,88,14.666666666666666,81.0,11.045454545454547,44.0
K Rabada,2026,162,4,95,15.833333333333334,40.5,10.23157894736842,23.75
K Santokie,2014,90,3,51,8.5,30.0,10.588235294117647,17.0
K Upadhyay,2012,33,0,24,4.0,33.0,8.25,24.0
K Upadhyay,2013,48,0,32,5.333333333333333,48.0,9.0,32.0
K Yadav,2021,16,0,12,2.0,16.0,8.0,12.0
K Yadav,2023,68,2,42,7.0,34.0,9.714285714285714,21.0
KA Jamieson,2021,269,9,179,29.833333333333332,29.88888888888889,9.016759776536313,19.88888888888889
KA Jamieson,2025,147,5,94,15.666666666666666,29.4,9.382978723404255,18.8
KA Maharaj,2024,39,2,36,6.0,19.5,6.5,18.0
KA Pollard,2010,274,15,233,38.833333333333336,18.266666666666666,7.055793991416309,15.533333333333333
KA Pollard,2011,361,10,270,45.0,36.1,8.022222222222222,27.0
KA Pollard,2012,350,16,286,47.666666666666664,21.875,7.342657342657343,17.875
KA Pollard,2013,292,10,197,32.833333333333336,29.2,8.893401015228426,19.7
KA Pollard,2014,262,2,160,26.666666666666668,131.0,9.825,80.0
KA Pollard,2015,120,3,81,13.5,40.0,8.88888888888889,27.0
KA Pollard,2016,81,0,37,6.166666666666667,81.0,13.135135135135135,37.0
KA Pollard,2017,30,0,12,2.0,30.0,15.0,12.0
KA Pollard,2021,285,9,223,37.166666666666664,31.666666666666668,7.668161434977579,24.77777777777778
KA Pollard,2022,125,4,87,14.5,31.25,8.620689655172415,21.75
KAJ Roach,2010,80,0,52,8.666666666666666,80.0,9.230769230769232,52.0
KC Cariappa,2015,28,1,12,2.0,28.0,14.0,12.0
KC Cariappa,2016,159,3,105,17.5,53.0,9.085714285714285,35.0
KC Cariappa,2017,127,4,94,15.666666666666666,31.75,8.106382978723405,23.5
KC Cariappa,2019,34,0,13,2.1666666666666665,34.0,15.692307692307693,13.0
KH Pandya,2016,236,6,194,32.333333333333336,39.333333333333336,7.298969072164948,32.333333333333336
KH Pandya,2017,273,10,246,41.0,27.3,6.658536585365853,24.6
KH Pandya,2018,284,12,246,41.0,23.666666666666668,6.926829268292683,20.5
KH Pandya,2019,335,12,282,47.0,27.916666666666668,7.127659574468085,23.5
KH Pandya,2021,645,11,525,87.5,58.63636363636363,7.371428571428571,47.72727272727273
KH Pandya,2022,265,10,232,38.666666666666664,26.5,6.853448275862069,23.2
KH Pandya,2023,313,9,253,42.166666666666664,34.77777777777778,7.422924901185771,28.11111111111111
KH Pandya,2024,255,6,205,34.166666666666664,42.5,7.463414634146342,34.166666666666664
KH Pandya,2025,379,17,283,47.166666666666664,22.294117647058822,8.035335689045937,16.647058823529413
KH Pandya,2026,156,7,105,17.5,22.285714285714285,8.914285714285715,15.0
KJ Abbott,2016,177,2,102,17.0,88.5,10.411764705882353,51.0
KK Ahmed,2018,38,0,19,3.1666666666666665,38.0,12.0,19.0
KK Ahmed,2019,287,19,222,37.0,15.105263157894736,7.756756756756757,11.68421052631579
KK Ahmed,2021,461,13,326,54.333333333333336,35.46153846153846,8.484662576687116,25.076923076923077
KK Ahmed,2022,315,16,242,40.333333333333336,19.6875,7.8099173553719,15.125
KK Ahmed,2023,301,9,212,35.333333333333336,33.44444444444444,8.518867924528301,23.555555555555557
KK Ahmed,2024,479,17,324,54.0,28.176470588235293,8.87037037037037,19.058823529411764
KK Ahmed,2025,447,15,290,48.333333333333336,29.8,9.248275862068965,19.333333333333332
KK Ahmed,2026,146,2,106,17.666666666666668,73.0,8.264150943396226,53.0
KK Cooper,2012,174,10,149,24.833333333333332,17.4,7.006711409395973,14.9
KK Cooper,2013,449,19,341,56.833333333333336,23.63157894736842,7.900293255131965,17.94736842105263
KK Cooper,2014,134,4,110,18.333333333333332,33.5,7.3090909090909095,27.5
KL Nagarkoti,2021,256,5,172,28.666666666666668,51.2,8.930232558139535,34.4
KL Nagarkoti,2022,29,0,13,2.1666666666666665,29.0,13.384615384615385,13.0
KM Asif,2018,75,3,38,6.333333333333333,25.0,11.842105263157896,12.666666666666666
KM Asif,2021,18,1,14,2.3333333333333335,18.0,7.7142857142857135,14.0
KM Asif,2023,138,3,91,15.166666666666666,46.0,9.098901098901099,30.333333333333332
KMA Paul,2019,237,9,180,30.0,26.333333333333332,7.9,20.0
KMDN Kulasekara,2011,26,1,19,3.1666666666666665,26.0,8.210526315789474,19.0
KMDN Kulasekara,2012,94,4,88,14.666666666666666,23.5,6.409090909090909,22.0
KP Appanna,2009,87,2,72,12.0,43.5,7.25,36.0
KP Appanna,2010,51,1,43,7.166666666666667,51.0,7.116279069767441,43.0
KP Appanna,2012,148,6,107,17.833333333333332,24.666666666666668,8.299065420560748,17.833333333333332
KP Pietersen,2009,85,4,80,13.333333333333334,21.25,6.375,20.0
KP Pietersen,2010,77,3,60,10.0,25.666666666666668,7.7,20.0
KP Pietersen,2012,53,0,40,6.666666666666667,53.0,7.949999999999999,40.0
KR Mayers,2023,59,0,46,7.666666666666667,59.0,7.695652173913043,46.0
KR Sen,2022,237,8,157,26.166666666666668,29.625,9.05732484076433,19.625
KR Sen,2023,28,0,19,3.1666666666666665,28.0,8.842105263157896,19.0
KR Sen,2024,122,6,79,13.166666666666666,20.333333333333332,9.265822784810126,13.166666666666666
KS Williamson,2016,7,0,6,1.0,7.0,7.0,6.0
KS Williamson,2021,24,0,12,2.0,24.0,12.0,12.0
KT Maphaka,2024,89,1,39,6.5,89.0,13.692307692307692,39.0
KT Maphaka,2025,54,1,32,5.333333333333333,54.0,10.125,32.0
KV Sharma,2013,230,11,211,35.166666666666664,20.90909090909091,6.540284360189574,19.181818181818183
KV Sharma,2014,376,15,307,51.166666666666664,25.066666666666666,7.348534201954398,20.466666666666665
KV Sharma,2015,332,10,239,39.833333333333336,33.2,8.334728033472803,23.9
KV Sharma,2016,171,0,100,16.666666666666668,171.0,10.26,100.0
KV Sharma,2017,214,13,189,31.5,16.46153846153846,6.7936507936507935,14.538461538461538
KV Sharma,2018,89,4,58,9.666666666666666,22.25,9.206896551724139,14.5
KV Sharma,2019,33,1,17,2.8333333333333335,33.0,11.647058823529411,17.0
KV Sharma,2021,165,5,118,19.666666666666668,33.0,8.389830508474576,23.6
KV Sharma,2023,223,10,132,22.0,22.3,10.136363636363637,13.2
KV Sharma,2024,254,7,149,24.833333333333332,36.285714285714285,10.228187919463087,21.285714285714285
KV Sharma,2025,128,7,91,15.166666666666666,18.285714285714285,8.43956043956044,13.0
KW Richardson,2013,101,2,73,12.166666666666666,50.5,8.301369863013699,36.5
KW Richardson,2014,206,9,167,27.833333333333332,22.88888888888889,7.401197604790419,18.555555555555557
KW Richardson,2016,136,7,86,14.333333333333334,19.428571428571427,9.488372093023255,12.285714285714286
KW Richardson,2021,29,1,19,3.1666666666666665,29.0,9.157894736842106,19.0
Kamran Khan,2009,139,7,121,20.166666666666668,19.857142857142858,6.892561983471074,17.285714285714285
Kamran Khan,2010,53,3,38,6.333333333333333,17.666666666666668,8.368421052631579,12.666666666666666
Kamran Khan,2011,47,0,18,3.0,47.0,15.666666666666666,18.0
Karanveer Singh,2014,164,11,126,21.0,14.909090909090908,7.809523809523809,11.454545454545455
Karanveer Singh,2015,157,1,87,14.5,157.0,10.827586206896552,87.0
Karim Janat,2025,30,0,6,1.0,30.0,30.0,6.0
Kartik Tyagi,2021,491,13,334,55.666666666666664,37.76923076923077,8.820359281437126,25.692307692307693
Kartik Tyagi,2022,79,1,54,9.0,79.0,8.777777777777779,54.0
Kartik Tyagi,2023,92,1,44,7.333333333333333,92.0,12.545454545454547,44.0
Kartik Tyagi,2024,51,0,26,4.333333333333333,51.0,11.76923076923077,26.0
Kartik Tyagi,2026,157,5,94,15.666666666666666,31.4,10.02127659574468,18.8
Kuldeep Yadav,2016,100,6,74,12.333333333333334,16.666666666666668,8.108108108108107,12.333333333333334
Kuldeep Yadav,2017,340,12,250,41.666666666666664,28.333333333333332,8.16,20.833333333333332
Kuldeep Yadav,2018,418,17,312,52.0,24.58823529411765,8.038461538461538,18.352941176470587
Kuldeep Yadav,2019,286,4,202,33.666666666666664,71.5,8.495049504950495,50.5
Kuldeep Yadav,2021,92,1,75,12.5,92.0,7.36,75.0
Kuldeep Yadav,2022,419,21,306,51.0,19.952380952380953,8.215686274509803,14.571428571428571
Kuldeep Yadav,2023,361,10,300,50.0,36.1,7.22,30.0
Kuldeep Yadav,2024,372,16,267,44.5,23.25,8.359550561797754,16.6875
Kuldeep Yadav,2025,390,15,324,54.0,26.0,7.222222222222222,21.6
Kuldeep Yadav,2026,128,3,78,13.0,42.666666666666664,9.846153846153847,26.0
L Ablish,2010,36,3,27,4.5,12.0,8.0,9.0
L Ablish,2011,39,0,18,3.0,39.0,13.0,18.0
L Balaji,2008,286,11,205,34.166666666666664,26.0,8.370731707317074,18.636363636363637
L Balaji,2009,316,13,229,38.166666666666664,24.307692307692307,8.279475982532752,17.615384615384617
L Balaji,2010,207,7,147,24.5,29.571428571428573,8.448979591836734,21.0
L Balaji,2011,371,10,282,47.0,37.1,7.8936170212765955,28.2
L Balaji,2012,162,11,189,31.5,14.727272727272727,5.142857142857143,17.181818181818183
L Balaji,2013,387,12,311,51.833333333333336,32.25,7.466237942122186,25.916666666666668
L Balaji,2014,299,12,211,35.166666666666664,24.916666666666668,8.502369668246446,17.583333333333332
L Ngidi,2018,156,11,163,27.166666666666668,14.181818181818182,5.742331288343558,14.818181818181818
L Ngidi,2021,292,14,179,29.833333333333332,20.857142857142858,9.787709497206704,12.785714285714286
L Ngidi,2025,81,4,48,8.0,20.25,10.125,12.0
L Ngidi,2026,126,5,97,16.166666666666668,25.2,7.793814432989691,19.4
L Wood,2024,93,1,38,6.333333333333333,93.0,14.68421052631579,38.0
LA Carseldine,2009,6,1,7,1.1666666666666667,6.0,5.142857142857142,7.0
LB Williams,2024,72,1,42,7.0,72.0,10.285714285714286,42.0
LE Plunkett,2018,225,4,154,25.666666666666668,56.25,8.766233766233766,38.5
LH Ferguson,2017,93,3,87,14.5,31.0,6.413793103448276,29.0
LH Ferguson,2019,183,2,107,17.833333333333332,91.5,10.261682242990656,53.5
LH Ferguson,2021,374,21,313,52.166666666666664,17.80952380952381,7.169329073482428,14.904761904761905
LH Ferguson,2022,427,12,298,49.666666666666664,35.583333333333336,8.597315436241612,24.833333333333332
LH Ferguson,2023,96,1,50,8.333333333333334,96.0,11.52,50.0
LH Ferguson,2024,255,9,147,24.5,28.333333333333332,10.408163265306122,16.333333333333332
LH Ferguson,2025,104,6,76,12.666666666666666,17.333333333333332,8.210526315789474,12.666666666666666
LI Meriwala,2021,32,1,19,3.1666666666666665,32.0,10.105263157894738,19.0
LJ Wright,2012,24,0,12,2.0,24.0,12.0,12.0
LJ Wright,2013,100,2,63,10.5,50.0,9.523809523809524,31.5
LMP Simmons,2014,34,1,18,3.0,34.0,11.333333333333334,18.0
LPC Silva,2008,21,0,6,1.0,21.0,21.0,6.0
LR Shukla,2008,124,6,78,13.0,20.666666666666668,9.538461538461538,13.0
LR Shukla,2009,100,3,88,14.666666666666666,33.333333333333336,6.818181818181818,29.333333333333332
LR Shukla,2010,106,3,72,12.0,35.333333333333336,8.833333333333334,24.0
LR Shukla,2012,12,1,12,2.0,12.0,6.0,12.0
LR Shukla,2013,22,1,18,3.0,22.0,7.333333333333333,18.0
LR Shukla,2014,83,1,58,9.666666666666666,83.0,8.586206896551724,58.0
LRPL Taylor,2009,13,0,7,1.1666666666666667,13.0,11.142857142857142,7.0
LRPL Taylor,2011,11,0,6,1.0,11.0,11.0,6.0
LS Livingstone,2019,13,0,6,1.0,13.0,13.0,6.0
LS Livingstone,2022,202,6,144,24.0,33.666666666666664,8.416666666666666,24.0
LS Livingstone,2023,94,2,42,7.0,47.0,13.428571428571429,21.0
LS Livingstone,2024,84,3,75,12.5,28.0,6.72,25.0
LS Livingstone,2025,76,2,54,9.0,38.0,8.444444444444445,27.0
Lalit Yadav,2021,101,4,84,14.0,25.25,7.214285714285714,21.0
Lalit Yadav,2022,150,4,110,18.333333333333332,37.5,8.181818181818182,27.5
Lalit Yadav,2023,118,2,82,13.666666666666666,59.0,8.634146341463415,41.0
Lalit Yadav,2024,56,0,18,3.0,56.0,18.666666666666668,18.0
M Ashwin,2016,241,7,176,29.333333333333332,34.42857142857143,8.215909090909092,25.142857142857142
M Ashwin,2018,53,3,45,7.5,17.666666666666668,7.066666666666666,15.0
M Ashwin,2019,255,5,211,35.166666666666664,51.0,7.251184834123223,42.2
M Ashwin,2021,332,11,262,43.666666666666664,30.181818181818183,7.6030534351145045,23.818181818181817
M Ashwin,2022,228,9,179,29.833333333333332,25.333333333333332,7.64245810055866,19.88888888888889
M Ashwin,2023,53,0,25,4.166666666666667,53.0,12.719999999999999,25.0
M Jansen,2021,45,2,40,6.666666666666667,22.5,6.75,20.0
M Jansen,2022,274,7,201,33.5,39.142857142857146,8.17910447761194,28.714285714285715
M Jansen,2023,267,10,178,29.666666666666668,26.7,9.0,17.8
M Jansen,2024,129,1,68,11.333333333333334,129.0,11.38235294117647,68.0
M Jansen,2025,434,16,300,50.0,27.125,8.68,18.75
M Jansen,2026,133,3,100,16.666666666666668,44.333333333333336,7.9799999999999995,33.333333333333336
M Kartik,2008,127,3,89,14.833333333333334,42.333333333333336,8.561797752808989,29.666666666666668
M Kartik,2009,201,4,210,35.0,50.25,5.742857142857143,52.5
M Kartik,2010,253,9,238,39.666666666666664,28.11111111111111,6.378151260504202,26.444444444444443
M Kartik,2011,166,1,130,21.666666666666668,166.0,7.661538461538461,130.0
M Kartik,2012,266,4,225,37.5,66.5,7.093333333333334,56.25
M Kartik,2013,284,9,241,40.166666666666664,31.555555555555557,7.070539419087138,26.77777777777778
M Kartik,2014,91,1,49,8.166666666666666,91.0,11.142857142857144,49.0
M Manhas,2011,42,0,42,7.0,42.0,6.0,42.0
M Markande,2018,368,15,268,44.666666666666664,24.533333333333335,8.238805970149254,17.866666666666667
M Markande,2019,59,1,37,6.166666666666667,59.0,9.567567567567567,37.0
M Markande,2021,26,0,18,3.0,26.0,8.666666666666666,18.0
M Markande,2022,57,1,42,7.0,57.0,8.142857142857142,42.0
