bowler,batting_team,runs_conceded,wickets,balls,overs,economy,average,strike_rate
Fazalhaq Farooqi,Lucknow Super Giants,45,1,43,7.166666666666667,6.27906976744186,45.0,43.0
Fazalhaq Farooqi,Mumbai Indians,85,0,52,8.666666666666666,9.807692307692308,85.0,52.0
Fazalhaq Farooqi,Punjab Kings,71,2,43,7.166666666666667,9.906976744186046,35.5,21.5
Fazalhaq Farooqi,Rajasthan Royals,41,2,24,4.0,10.25,20.5,12.0
Fazalhaq Farooqi,Royal Challengers Bengaluru,77,0,43,7.166666666666667,10.744186046511627,77.0,43.0
Fazalhaq Farooqi,Sunrisers Hyderabad,49,0,18,3.0,16.333333333333332,49.0,18.0
G Coetzee,Chennai Super Kings,69,1,43,7.166666666666667,9.627906976744185,69.0,43.0
G Coetzee,Delhi Capitals,34,4,24,4.0,8.5,8.5,6.0
G Coetzee,Gujarat Titans,27,2,24,4.0,6.75,13.5,12.0
G Coetzee,Kolkata Knight Riders,24,0,12,2.0,12.0,24.0,12.0
G Coetzee,Lucknow Super Giants,29,1,21,3.5,8.285714285714286,29.0,21.0
G Coetzee,Mumbai Indians,61,1,33,5.5,11.090909090909092,61.0,33.0
G Coetzee,Punjab Kings,32,3,26,4.333333333333333,7.384615384615385,10.666666666666666,8.666666666666666
G Coetzee,Rajasthan Royals,61,0,30,5.0,12.2,61.0,30.0
G Coetzee,Royal Challengers Bengaluru,42,1,27,4.5,9.333333333333334,42.0,27.0
G Coetzee,Sunrisers Hyderabad,93,2,52,8.666666666666666,10.730769230769232,46.5,26.0
GB Hogg,Chennai Super Kings,65,6,72,12.0,5.416666666666667,10.833333333333334,12.0
GB Hogg,Delhi Capitals,148,7,116,19.333333333333332,7.655172413793104,21.142857142857142,16.571428571428573
GB Hogg,Kolkata Knight Riders,51,1,46,7.666666666666667,6.652173913043478,51.0,46.0
GB Hogg,Mumbai Indians,98,2,73,12.166666666666666,8.054794520547945,49.0,36.5
GB Hogg,Other,19,1,12,2.0,9.5,19.0,12.0
GB Hogg,Punjab Kings,58,0,37,6.166666666666667,9.405405405405405,58.0,37.0
GB Hogg,Royal Challengers Bengaluru,81,4,62,10.333333333333334,7.838709677419354,20.25,15.5
GB Hogg,Sunrisers Hyderabad,50,2,48,8.0,6.25,25.0,24.0
GC Viljoen,Delhi Capitals,61,3,43,7.166666666666667,8.511627906976743,20.333333333333332,14.333333333333334
GC Viljoen,Kolkata Knight Riders,36,1,26,4.333333333333333,8.307692307692308,36.0,26.0
GC Viljoen,Mumbai Indians,74,2,51,8.5,8.705882352941176,37.0,25.5
GC Viljoen,Royal Challengers Bengaluru,51,1,26,4.333333333333333,11.76923076923077,51.0,26.0
GD McGrath,Chennai Super Kings,44,1,48,8.0,5.5,44.0,48.0
GD McGrath,Kolkata Knight Riders,22,0,24,4.0,5.5,22.0,24.0
GD McGrath,Mumbai Indians,65,0,49,8.166666666666666,7.959183673469388,65.0,49.0
GD McGrath,Punjab Kings,47,2,36,6.0,7.833333333333333,23.5,18.0
GD McGrath,Rajasthan Royals,71,1,75,12.5,5.68,71.0,75.0
GD McGrath,Royal Challengers Bengaluru,44,6,49,8.166666666666666,5.387755102040817,7.333333333333333,8.166666666666666
GD McGrath,Sunrisers Hyderabad,64,2,48,8.0,8.0,32.0,24.0
GD Phillips,Chennai Super Kings,3,0,6,1.0,3.0,3.0,6.0
GD Phillips,Kolkata Knight Riders,17,1,7,1.1666666666666667,14.571428571428571,17.0,7.0
GD Phillips,Lucknow Super Giants,10,1,12,2.0,5.0,10.0,12.0
GD Phillips,Royal Challengers Bengaluru,10,0,6,1.0,10.0,10.0,6.0
GF Linde,Gujarat Titans,28,0,18,3.0,9.333333333333334,28.0,18.0
GF Linde,Royal Challengers Bengaluru,9,0,7,1.1666666666666667,7.7142857142857135,9.0,7.0
GH Vihari,Kolkata Knight Riders,14,0,6,1.0,14.0,14.0,6.0
GH Vihari,Punjab Kings,16,0,25,4.166666666666667,3.84,16.0,25.0
GH Vihari,Royal Challengers Bengaluru,17,1,12,2.0,8.5,17.0,12.0
GHS Garton,Delhi Capitals,20,0,19,3.1666666666666665,6.315789473684211,20.0,19.0
GHS Garton,Kolkata Knight Riders,29,0,18,3.0,9.666666666666666,29.0,18.0
GHS Garton,Punjab Kings,27,1,27,4.5,6.0,27.0,27.0
GHS Garton,Rajasthan Royals,30,1,19,3.1666666666666665,9.473684210526317,30.0,19.0
GHS Garton,Sunrisers Hyderabad,29,1,14,2.3333333333333335,12.428571428571427,29.0,14.0
GJ Maxwell,Chennai Super Kings,214,8,170,28.333333333333332,7.552941176470589,26.75,21.25
GJ Maxwell,Delhi Capitals,128,2,109,18.166666666666668,7.045871559633027,64.0,54.5
GJ Maxwell,Gujarat Titans,92,3,62,10.333333333333334,8.903225806451612,30.666666666666668,20.666666666666668
GJ Maxwell,Kolkata Knight Riders,171,5,110,18.333333333333332,9.327272727272728,34.2,22.0
GJ Maxwell,Lucknow Super Giants,59,5,62,10.333333333333334,5.709677419354838,11.8,12.4
GJ Maxwell,Mumbai Indians,147,3,117,19.5,7.538461538461538,49.0,39.0
GJ Maxwell,Other,26,1,18,3.0,8.666666666666666,26.0,18.0
GJ Maxwell,Punjab Kings,73,3,48,8.0,9.125,24.333333333333332,16.0
GJ Maxwell,Rajasthan Royals,137,2,90,15.0,9.133333333333333,68.5,45.0
GJ Maxwell,Rising Pune Supergiants,18,0,18,3.0,6.0,18.0,18.0
GJ Maxwell,Royal Challengers Bengaluru,162,5,119,19.833333333333332,8.168067226890757,32.4,23.8
GJ Maxwell,Sunrisers Hyderabad,186,4,124,20.666666666666668,9.0,46.5,31.0
GR Napier,Kolkata Knight Riders,27,1,24,4.0,6.75,27.0,24.0
GS Sandhu,Chennai Super Kings,33,1,24,4.0,8.25,33.0,24.0
GS Sandhu,Rajasthan Royals,49,0,24,4.0,12.25,49.0,24.0
Gagandeep Singh,Kolkata Knight Riders,43,1,24,4.0,10.75,43.0,24.0
Gagandeep Singh,Royal Challengers Bengaluru,28,0,18,3.0,9.333333333333334,28.0,18.0
Gagandeep Singh,Sunrisers Hyderabad,70,2,42,7.0,10.0,35.0,21.0
Gulbadin Naib,Lucknow Super Giants,12,0,6,1.0,12.0,12.0,6.0
Gurjapneet Singh,Delhi Capitals,39,1,25,4.166666666666667,9.36,39.0,25.0
Gurjapneet Singh,Kolkata Knight Riders,23,0,8,1.3333333333333333,17.25,23.0,8.0
Gurkeerat Singh,Chennai Super Kings,22,0,18,3.0,7.333333333333333,22.0,18.0
Gurkeerat Singh,Kolkata Knight Riders,25,2,26,4.333333333333333,5.76923076923077,12.5,13.0
Gurkeerat Singh,Other,8,0,7,1.1666666666666667,6.857142857142857,8.0,7.0
Gurkeerat Singh,Rising Pune Supergiants,15,2,13,2.1666666666666665,6.923076923076923,7.5,6.5
Gurkeerat Singh,Sunrisers Hyderabad,27,1,18,3.0,9.0,27.0,18.0
Gurnoor Brar,Lucknow Super Giants,42,0,21,3.5,12.0,42.0,21.0
H Sharma,Gujarat Titans,28,0,18,3.0,9.333333333333334,28.0,18.0
H Sharma,Rajasthan Royals,29,0,12,2.0,14.5,29.0,12.0
HF Gurney,Chennai Super Kings,57,1,37,6.166666666666667,9.243243243243242,57.0,37.0
HF Gurney,Mumbai Indians,57,2,43,7.166666666666667,7.953488372093023,28.5,21.5
HF Gurney,Punjab Kings,41,1,24,4.0,10.25,41.0,24.0
HF Gurney,Rajasthan Royals,25,2,25,4.166666666666667,6.0,12.5,12.5
HF Gurney,Royal Challengers Bengaluru,42,1,27,4.5,9.333333333333334,42.0,27.0
HF Gurney,Sunrisers Hyderabad,16,0,13,2.1666666666666665,7.384615384615385,16.0,13.0
HH Pandya,Chennai Super Kings,267,10,210,35.0,7.628571428571429,26.7,21.0
HH Pandya,Delhi Capitals,297,6,203,33.833333333333336,8.778325123152708,49.5,33.833333333333336
HH Pandya,Gujarat Titans,114,2,74,12.333333333333334,9.243243243243242,57.0,37.0
HH Pandya,Kolkata Knight Riders,318,15,237,39.5,8.050632911392405,21.2,15.8
HH Pandya,Lucknow Super Giants,188,7,127,21.166666666666668,8.881889763779528,26.857142857142858,18.142857142857142
HH Pandya,Mumbai Indians,34,1,25,4.166666666666667,8.16,34.0,25.0
HH Pandya,Other,41,0,27,4.5,9.11111111111111,41.0,27.0
HH Pandya,Punjab Kings,385,6,222,37.0,10.405405405405405,64.16666666666667,37.0
HH Pandya,Rajasthan Royals,254,12,194,32.333333333333336,7.855670103092783,21.166666666666668,16.166666666666668
HH Pandya,Rising Pune Supergiants,77,1,48,8.0,9.625,77.0,48.0
HH Pandya,Royal Challengers Bengaluru,342,8,209,34.833333333333336,9.818181818181818,42.75,26.125
HH Pandya,Sunrisers Hyderabad,309,12,215,35.833333333333336,8.623255813953488,25.75,17.916666666666668
HR Shokeen,Chennai Super Kings,54,0,50,8.333333333333334,6.4799999999999995,54.0,50.0
HR Shokeen,Delhi Capitals,77,1,52,8.666666666666666,8.884615384615385,77.0,52.0
HR Shokeen,Kolkata Knight Riders,34,2,25,4.166666666666667,8.16,17.0,12.5
HR Shokeen,Lucknow Super Giants,49,0,37,6.166666666666667,7.945945945945946,49.0,37.0
HR Shokeen,Punjab Kings,24,0,19,3.1666666666666665,7.578947368421053,24.0,19.0
HR Shokeen,Rajasthan Royals,47,2,18,3.0,15.666666666666666,23.5,9.0
HR Shokeen,Royal Challengers Bengaluru,17,0,6,1.0,17.0,17.0,6.0
HR Shokeen,Sunrisers Hyderabad,12,0,6,1.0,12.0,12.0,6.0
HV Patel,Chennai Super Kings,307,21,254,42.333333333333336,7.251968503937007,14.619047619047619,12.095238095238095
HV Patel,Delhi Capitals,437,14,308,51.333333333333336,8.512987012987013,31.214285714285715,22.0
HV Patel,Gujarat Titans,170,5,120,20.0,8.5,34.0,24.0
HV Patel,Kolkata Knight Riders,468,15,323,53.833333333333336,8.693498452012383,31.2,21.533333333333335
HV Patel,Lucknow Super Giants,278,8,192,32.0,8.6875,34.75,24.0
HV Patel,Mumbai Indians,423,25,327,54.5,7.761467889908257,16.92,13.08
HV Patel,Other,65,2,48,8.0,8.125,32.5,24.0
HV Patel,Punjab Kings,415,16,259,43.166666666666664,9.613899613899614,25.9375,16.1875
HV Patel,Rajasthan Royals,375,23,301,50.166666666666664,7.475083056478406,16.304347826086957,13.08695652173913
HV Patel,Rising Pune Supergiants,46,1,27,4.5,10.222222222222221,46.0,27.0
HV Patel,Royal Challengers Bengaluru,288,7,165,27.5,10.472727272727273,41.142857142857146,23.571428571428573
HV Patel,Sunrisers Hyderabad,401,14,293,48.833333333333336,8.211604095563139,28.642857142857142,20.928571428571427
Harbhajan Singh,Chennai Super Kings,505,24,475,79.16666666666667,6.378947368421052,21.041666666666668,19.791666666666668
Harbhajan Singh,Delhi Capitals,563,24,497,82.83333333333333,6.796780684104628,23.458333333333332,20.708333333333332
Harbhajan Singh,Kolkata Knight Riders,453,15,385,64.16666666666667,7.059740259740259,30.2,25.666666666666668
Harbhajan Singh,Mumbai Indians,126,2,122,20.333333333333332,6.19672131147541,63.0,61.0
Harbhajan Singh,Other,219,9,212,35.333333333333336,6.198113207547169,24.333333333333332,23.555555555555557
Harbhajan Singh,Punjab Kings,605,22,488,81.33333333333333,7.438524590163935,27.5,22.181818181818183
Harbhajan Singh,Rajasthan Royals,370,11,286,47.666666666666664,7.7622377622377625,33.63636363636363,26.0
Harbhajan Singh,Rising Pune Supergiants,69,3,68,11.333333333333334,6.088235294117647,23.0,22.666666666666668
Harbhajan Singh,Royal Challengers Bengaluru,602,23,508,84.66666666666667,7.110236220472441,26.17391304347826,22.08695652173913
Harbhajan Singh,Sunrisers Hyderabad,518,17,455,75.83333333333333,6.830769230769231,30.470588235294116,26.764705882352942
Harmeet Singh,Chennai Super Kings,69,3,67,11.166666666666666,6.179104477611941,23.0,22.333333333333332
Harmeet Singh,Delhi Capitals,129,7,112,18.666666666666668,6.910714285714286,18.428571428571427,16.0
Harmeet Singh,Kolkata Knight Riders,161,3,119,19.833333333333332,8.11764705882353,53.666666666666664,39.666666666666664
Harmeet Singh,Mumbai Indians,47,0,24,4.0,11.75,47.0,24.0
Harmeet Singh,Other,81,6,66,11.0,7.363636363636363,13.5,11.0
Harmeet Singh,Rajasthan Royals,48,3,45,7.5,6.4,16.0,15.0
Harmeet Singh,Royal Challengers Bengaluru,157,4,117,19.5,8.051282051282051,39.25,29.25
Harmeet Singh,Sunrisers Hyderabad,39,1,24,4.0,9.75,39.0,24.0
Harpreet Brar,Chennai Super Kings,144,3,112,18.666666666666668,7.7142857142857135,48.0,37.333333333333336
Harpreet Brar,Delhi Capitals,196,8,136,22.666666666666668,8.647058823529411,24.5,17.0
Harpreet Brar,Gujarat Titans,88,2,72,12.0,7.333333333333333,44.0,36.0
Harpreet Brar,Kolkata Knight Riders,52,1,37,6.166666666666667,8.432432432432432,52.0,37.0
Harpreet Brar,Lucknow Super Giants,24,1,24,4.0,6.0,24.0,24.0
Harpreet Brar,Mumbai Indians,104,1,72,12.0,8.666666666666666,104.0,72.0
Harpreet Brar,Rajasthan Royals,86,4,78,13.0,6.615384615384615,21.5,19.5
Harpreet Brar,Royal Challengers Bengaluru,230,11,184,30.666666666666668,7.5,20.90909090909091,16.727272727272727
Harpreet Brar,Sunrisers Hyderabad,161,4,111,18.5,8.702702702702704,40.25,27.75
Harsh Dubey,Kolkata Knight Riders,51,4,37,6.166666666666667,8.27027027027027,12.75,9.25
Harsh Dubey,Lucknow Super Giants,62,3,49,8.166666666666666,7.591836734693878,20.666666666666668,16.333333333333332
Harsh Dubey,Punjab Kings,38,1,26,4.333333333333333,8.76923076923077,38.0,26.0
Harsh Dubey,Rajasthan Royals,22,0,14,2.3333333333333335,9.428571428571429,22.0,14.0
Harsh Dubey,Royal Challengers Bengaluru,55,2,30,5.0,11.0,27.5,15.0
Harshit Rana,Chennai Super Kings,78,4,62,10.333333333333334,7.548387096774193,19.5,15.5
Harshit Rana,Delhi Capitals,101,3,68,11.333333333333334,8.911764705882353,33.666666666666664,22.666666666666668
Harshit Rana,Gujarat Titans,70,2,45,7.5,9.333333333333334,35.0,22.5
Harshit Rana,Lucknow Super Giants,158,6,100,16.666666666666668,9.479999999999999,26.333333333333332,16.666666666666668
Harshit Rana,Mumbai Indians,62,2,33,5.5,11.272727272727273,31.0,16.5
Harshit Rana,Punjab Kings,146,5,76,12.666666666666666,11.526315789473685,29.2,15.2
Harshit Rana,Rajasthan Royals,144,6,90,15.0,9.6,24.0,15.0
Harshit Rana,Royal Challengers Bengaluru,104,4,68,11.333333333333334,9.176470588235293,26.0,17.0
Harshit Rana,Sunrisers Hyderabad,166,8,137,22.833333333333332,7.27007299270073,20.75,17.125
I Malhotra,Delhi Capitals,23,0,6,1.0,23.0,23.0,6.0
I Sharma,Chennai Super Kings,402,6,256,42.666666666666664,9.421875,67.0,42.666666666666664
I Sharma,Delhi Capitals,221,9,191,31.833333333333332,6.942408376963351,24.555555555555557,21.22222222222222
I Sharma,Gujarat Titans,31,4,38,6.333333333333333,4.894736842105264,7.75,9.5
I Sharma,Kolkata Knight Riders,248,6,187,31.166666666666668,7.957219251336898,41.333333333333336,31.166666666666668
I Sharma,Lucknow Super Giants,70,4,54,9.0,7.777777777777778,17.5,13.5
I Sharma,Mumbai Indians,506,16,366,61.0,8.295081967213115,31.625,22.875
I Sharma,Other,139,7,128,21.333333333333332,6.515625,19.857142857142858,18.285714285714285
I Sharma,Punjab Kings,435,10,315,52.5,8.285714285714286,43.5,31.5
I Sharma,Rajasthan Royals,421,13,306,51.0,8.254901960784315,32.38461538461539,23.53846153846154
I Sharma,Rising Pune Supergiants,12,0,6,1.0,12.0,12.0,6.0
I Sharma,Royal Challengers Bengaluru,504,13,389,64.83333333333333,7.773778920308484,38.76923076923077,29.923076923076923
I Sharma,Sunrisers Hyderabad,388,8,310,51.666666666666664,7.509677419354839,48.5,38.75
I Udana,Chennai Super Kings,30,1,24,4.0,7.5,30.0,24.0
I Udana,Delhi Capitals,64,1,37,6.166666666666667,10.378378378378377,64.0,37.0
I Udana,Kolkata Knight Riders,25,1,18,3.0,8.333333333333334,25.0,18.0
I Udana,Mumbai Indians,45,2,27,4.5,10.0,22.5,13.5
I Udana,Punjab Kings,14,0,13,2.1666666666666665,6.461538461538462,14.0,13.0
I Udana,Rajasthan Royals,84,2,45,7.5,11.2,42.0,22.5
I Udana,Sunrisers Hyderabad,20,1,18,3.0,6.666666666666667,20.0,18.0
IC Pandey,Delhi Capitals,106,5,90,15.0,7.066666666666666,21.2,18.0
IC Pandey,Kolkata Knight Riders,86,3,61,10.166666666666666,8.459016393442623,28.666666666666668,20.333333333333332
IC Pandey,Mumbai Indians,102,2,87,14.5,7.0344827586206895,51.0,43.5
IC Pandey,Punjab Kings,115,3,80,13.333333333333334,8.625,38.333333333333336,26.666666666666668
IC Pandey,Rajasthan Royals,52,1,54,9.0,5.777777777777778,52.0,54.0
IC Pandey,Royal Challengers Bengaluru,82,3,61,10.166666666666666,8.065573770491804,27.333333333333332,20.333333333333332
IC Pandey,Sunrisers Hyderabad,48,1,36,6.0,8.0,48.0,36.0
IC Porel,Rajasthan Royals,39,1,26,4.333333333333333,9.0,39.0,26.0
IK Pathan,Chennai Super Kings,408,11,289,48.166666666666664,8.470588235294118,37.09090909090909,26.272727272727273
IK Pathan,Delhi Capitals,156,8,156,26.0,6.0,19.5,19.5
IK Pathan,Kolkata Knight Riders,320,8,273,45.5,7.032967032967033,40.0,34.125
IK Pathan,Mumbai Indians,360,15,319,53.166666666666664,6.771159874608151,24.0,21.266666666666666
IK Pathan,Other,204,6,168,28.0,7.285714285714286,34.0,28.0
IK Pathan,Punjab Kings,234,6,178,29.666666666666668,7.8876404494382015,39.0,29.666666666666668
IK Pathan,Rajasthan Royals,279,8,223,37.166666666666664,7.506726457399104,34.875,27.875
IK Pathan,Royal Challengers Bengaluru,392,10,283,47.166666666666664,8.31095406360424,39.2,28.3
IK Pathan,Sunrisers Hyderabad,296,8,224,37.333333333333336,7.928571428571428,37.0,28.0
IS Sodhi,Chennai Super Kings,29,1,24,4.0,7.25,29.0,24.0
IS Sodhi,Delhi Capitals,26,3,19,3.1666666666666665,8.210526315789474,8.666666666666666,6.333333333333333
IS Sodhi,Kolkata Knight Riders,36,1,48,8.0,4.5,36.0,48.0
IS Sodhi,Punjab Kings,55,2,49,8.166666666666666,6.734693877551021,27.5,24.5
IS Sodhi,Royal Challengers Bengaluru,31,1,24,4.0,7.75,31.0,24.0
IS Sodhi,Sunrisers Hyderabad,25,1,18,3.0,8.333333333333334,25.0,18.0
Imran Tahir,Chennai Super Kings,27,1,24,4.0,6.75,27.0,24.0
Imran Tahir,Delhi Capitals,84,7,81,13.5,6.222222222222222,12.0,11.571428571428571
Imran Tahir,Kolkata Knight Riders,234,10,171,28.5,8.210526315789474,23.4,17.1
Imran Tahir,Mumbai Indians,423,17,301,50.166666666666664,8.431893687707642,24.88235294117647,17.705882352941178
Imran Tahir,Other,104,7,72,12.0,8.666666666666666,14.857142857142858,10.285714285714286
Imran Tahir,Punjab Kings,276,12,214,35.666666666666664,7.738317757009346,23.0,17.833333333333332
Imran Tahir,Rajasthan Royals,148,9,122,20.333333333333332,7.278688524590164,16.444444444444443,13.555555555555555
Imran Tahir,Rising Pune Supergiants,26,2,25,4.166666666666667,6.239999999999999,13.0,12.5
Imran Tahir,Royal Challengers Bengaluru,234,12,207,34.5,6.782608695652174,19.5,17.25
Imran Tahir,Sunrisers Hyderabad,147,5,123,20.5,7.170731707317073,29.4,24.6
Iqbal Abdulla,Chennai Super Kings,159,4,133,22.166666666666668,7.172932330827067,39.75,33.25
Iqbal Abdulla,Delhi Capitals,174,8,155,25.833333333333332,6.735483870967742,21.75,19.375
Iqbal Abdulla,Kolkata Knight Riders,39,1,37,6.166666666666667,6.324324324324324,39.0,37.0
Iqbal Abdulla,Mumbai Indians,212,6,165,27.5,7.709090909090909,35.333333333333336,27.5
Iqbal Abdulla,Other,202,7,173,28.833333333333332,7.00578034682081,28.857142857142858,24.714285714285715
Iqbal Abdulla,Punjab Kings,76,2,67,11.166666666666666,6.8059701492537314,38.0,33.5
Iqbal Abdulla,Rajasthan Royals,98,3,86,14.333333333333334,6.837209302325581,32.666666666666664,28.666666666666668
Iqbal Abdulla,Rising Pune Supergiants,22,0,19,3.1666666666666665,6.947368421052632,22.0,19.0
Iqbal Abdulla,Royal Challengers Bengaluru,30,1,31,5.166666666666667,5.806451612903225,30.0,31.0
Iqbal Abdulla,Sunrisers Hyderabad,97,8,77,12.833333333333334,7.558441558441558,12.125,9.625
Ishan Kishan,Lucknow Super Giants,4,0,1,0.16666666666666666,24.0,4.0,1.0
J Botha,Chennai Super Kings,91,2,86,14.333333333333334,6.348837209302325,45.5,43.0
J Botha,Delhi Capitals,73,1,55,9.166666666666666,7.963636363636364,73.0,55.0
J Botha,Kolkata Knight Riders,110,5,109,18.166666666666668,6.055045871559632,22.0,21.8
J Botha,Mumbai Indians,84,3,69,11.5,7.304347826086956,28.0,23.0
J Botha,Other,92,5,97,16.166666666666668,5.690721649484535,18.4,19.4
J Botha,Punjab Kings,89,3,79,13.166666666666666,6.759493670886076,29.666666666666668,26.333333333333332
J Botha,Rajasthan Royals,19,0,6,1.0,19.0,19.0,6.0
J Botha,Royal Challengers Bengaluru,72,1,48,8.0,9.0,72.0,48.0
J Botha,Sunrisers Hyderabad,170,5,160,26.666666666666668,6.375,34.0,32.0
J Little,Chennai Super Kings,71,1,36,6.0,11.833333333333334,71.0,36.0
J Little,Delhi Capitals,54,0,42,7.0,7.714285714285714,54.0,42.0
J Little,Kolkata Knight Riders,70,3,51,8.5,8.235294117647058,23.333333333333332,17.0
J Little,Mumbai Indians,44,1,31,5.166666666666667,8.516129032258064,44.0,31.0
J Little,Punjab Kings,31,1,27,4.5,6.888888888888889,31.0,27.0
J Little,Rajasthan Royals,24,1,24,4.0,6.0,24.0,24.0
J Little,Royal Challengers Bengaluru,45,4,25,4.166666666666667,10.799999999999999,11.25,6.25
J Overton,Delhi Capitals,18,4,26,4.333333333333333,4.153846153846154,4.5,6.5
J Overton,Kolkata Knight Riders,32,0,20,3.3333333333333335,9.6,32.0,20.0
J Overton,Lucknow Super Giants,24,0,12,2.0,12.0,24.0,12.0
J Overton,Mumbai Indians,29,0,17,2.8333333333333335,10.235294117647058,29.0,17.0
J Overton,Rajasthan Royals,44,0,18,3.0,14.666666666666666,44.0,18.0
J Overton,Royal Challengers Bengaluru,42,1,18,3.0,14.0,42.0,18.0
J Suchith,Chennai Super Kings,145,4,91,15.166666666666666,9.56043956043956,36.25,22.75
J Suchith,Delhi Capitals,45,1,42,7.0,6.428571428571429,45.0,42.0
J Suchith,Kolkata Knight Riders,86,2,44,7.333333333333333,11.727272727272728,43.0,22.0
J Suchith,Punjab Kings,140,4,101,16.833333333333332,8.316831683168317,35.0,25.25
J Suchith,Rajasthan Royals,70,1,50,8.333333333333334,8.399999999999999,70.0,50.0
J Suchith,Royal Challengers Bengaluru,77,4,64,10.666666666666666,7.21875,19.25,16.0
J Suchith,Sunrisers Hyderabad,39,3,42,7.0,5.571428571428571,13.0,14.0
J Syed Mohammad,Chennai Super Kings,54,3,37,6.166666666666667,8.756756756756756,18.0,12.333333333333334
J Syed Mohammad,Delhi Capitals,50,0,31,5.166666666666667,9.67741935483871,50.0,31.0
J Syed Mohammad,Kolkata Knight Riders,20,1,24,4.0,5.0,20.0,24.0
J Syed Mohammad,Mumbai Indians,106,3,73,12.166666666666666,8.712328767123289,35.333333333333336,24.333333333333332
J Syed Mohammad,Other,26,1,13,2.1666666666666665,12.0,26.0,13.0
J Syed Mohammad,Sunrisers Hyderabad,27,0,18,3.0,9.0,27.0,18.0
J Theron,Chennai Super Kings,69,5,57,9.5,7.2631578947368425,13.8,11.4
J Theron,Delhi Capitals,11,1,12,2.0,5.5,11.0,12.0
J Theron,Kolkata Knight Riders,36,1,25,4.166666666666667,8.639999999999999,36.0,25.0
J Theron,Mumbai Indians,40,1,26,4.333333333333333,9.230769230769232,40.0,26.0
J Theron,Other,37,2,27,4.5,8.222222222222221,18.5,13.5
J Theron,Punjab Kings,29,0,24,4.0,7.25,29.0,24.0
J Theron,Rajasthan Royals,48,0,37,6.166666666666667,7.783783783783783,48.0,37.0
J Theron,Sunrisers Hyderabad,32,1,27,4.5,7.111111111111111,32.0,27.0
J Yadav,Chennai Super Kings,33,2,31,5.166666666666667,6.387096774193548,16.5,15.5
J Yadav,Delhi Capitals,124,3,115,19.166666666666668,6.469565217391304,41.333333333333336,38.333333333333336
J Yadav,Lucknow Super Giants,26,0,24,4.0,6.5,26.0,24.0
J Yadav,Punjab Kings,43,1,49,8.166666666666666,5.26530612244898,43.0,49.0
J Yadav,Rajasthan Royals,54,0,33,5.5,9.818181818181818,54.0,33.0
J Yadav,Rising Pune Supergiants,25,0,24,4.0,6.25,25.0,24.0
J Yadav,Royal Challengers Bengaluru,10,0,12,2.0,5.0,10.0,12.0
J Yadav,Sunrisers Hyderabad,130,2,110,18.333333333333332,7.090909090909092,65.0,55.0
JA Duffy,Chennai Super Kings,58,2,27,4.5,12.88888888888889,29.0,13.5
JA Duffy,Mumbai Indians,58,1,28,4.666666666666667,12.428571428571427,58.0,28.0
JA Duffy,Sunrisers Hyderabad,22,3,25,4.166666666666667,5.279999999999999,7.333333333333333,8.333333333333334
JA Morkel,Chennai Super Kings,49,2,37,6.166666666666667,7.945945945945946,24.5,18.5
JA Morkel,Delhi Capitals,356,12,271,45.166666666666664,7.881918819188193,29.666666666666668,22.583333333333332
JA Morkel,Kolkata Knight Riders,310,7,234,39.0,7.948717948717949,44.285714285714285,33.42857142857143
JA Morkel,Mumbai Indians,286,9,239,39.833333333333336,7.179916317991632,31.77777777777778,26.555555555555557
JA Morkel,Other,118,3,83,13.833333333333334,8.53012048192771,39.333333333333336,27.666666666666668
JA Morkel,Punjab Kings,318,13,243,40.5,7.851851851851852,24.46153846153846,18.692307692307693
JA Morkel,Rajasthan Royals,301,14,228,38.0,7.921052631578948,21.5,16.285714285714285
JA Morkel,Royal Challengers Bengaluru,340,15,264,44.0,7.7272727272727275,22.666666666666668,17.6
JA Morkel,Sunrisers Hyderabad,281,10,208,34.666666666666664,8.105769230769232,28.1,20.8
JA Richardson,Chennai Super Kings,21,0,18,3.0,7.0,21.0,18.0
JA Richardson,Delhi Capitals,41,2,25,4.166666666666667,9.84,20.5,12.5
JA Richardson,Mumbai Indians,40,0,25,4.166666666666667,9.6,40.0,25.0
JA Richardson,Rajasthan Royals,55,1,26,4.333333333333333,12.692307692307693,55.0,26.0
JC Archer,Chennai Super Kings,180,10,195,32.5,5.538461538461538,18.0,19.5
JC Archer,Delhi Capitals,137,9,122,20.333333333333332,6.7377049180327875,15.222222222222221,13.555555555555555
JC Archer,Gujarat Titans,117,2,75,12.5,9.36,58.5,37.5
JC Archer,Kolkata Knight Riders,218,6,187,31.166666666666668,6.994652406417112,36.333333333333336,31.166666666666668
JC Archer,Lucknow Super Giants,32,1,25,4.166666666666667,7.68,32.0,25.0
JC Archer,Mumbai Indians,223,13,186,31.0,7.193548387096774,17.153846153846153,14.307692307692308
JC Archer,Punjab Kings,302,11,222,37.0,8.162162162162161,27.454545454545453,20.181818181818183
JC Archer,Rajasthan Royals,35,1,28,4.666666666666667,7.499999999999999,35.0,28.0
JC Archer,Royal Challengers Bengaluru,275,5,192,32.0,8.59375,55.0,38.4
JC Archer,Sunrisers Hyderabad,227,8,151,25.166666666666668,9.019867549668874,28.375,18.875
JD Ryder,Chennai Super Kings,21,1,13,2.1666666666666665,9.692307692307693,21.0,13.0
JD Ryder,Delhi Capitals,52,1,26,4.333333333333333,12.0,52.0,26.0
