bowler,batting_team,runs_conceded,wickets,balls,overs,economy,average,strike_rate
KV Sharma,Rising Pune Supergiants,87,3,74,12.333333333333334,7.0540540540540535,29.0,24.666666666666668
KV Sharma,Royal Challengers Bengaluru,192,6,141,23.5,8.170212765957446,32.0,23.5
KV Sharma,Sunrisers Hyderabad,218,7,138,23.0,9.478260869565217,31.142857142857142,19.714285714285715
KW Richardson,Chennai Super Kings,35,1,24,4.0,8.75,35.0,24.0
KW Richardson,Delhi Capitals,77,1,50,8.333333333333334,9.24,77.0,50.0
KW Richardson,Kolkata Knight Riders,28,1,25,4.166666666666667,6.72,28.0,25.0
KW Richardson,Mumbai Indians,53,2,42,7.0,7.571428571428571,26.5,21.0
KW Richardson,Other,53,1,26,4.333333333333333,12.230769230769232,53.0,26.0
KW Richardson,Punjab Kings,25,1,19,3.1666666666666665,7.894736842105264,25.0,19.0
KW Richardson,Rajasthan Royals,29,1,19,3.1666666666666665,9.157894736842106,29.0,19.0
KW Richardson,Rising Pune Supergiants,13,3,18,3.0,4.333333333333333,4.333333333333333,6.0
KW Richardson,Royal Challengers Bengaluru,61,4,48,8.0,7.625,15.25,12.0
KW Richardson,Sunrisers Hyderabad,98,4,74,12.333333333333334,7.945945945945946,24.5,18.5
Kamran Khan,Chennai Super Kings,35,0,17,2.8333333333333335,12.352941176470587,35.0,17.0
Kamran Khan,Delhi Capitals,35,1,25,4.166666666666667,8.399999999999999,35.0,25.0
Kamran Khan,Kolkata Knight Riders,46,6,48,8.0,5.75,7.666666666666667,8.0
Kamran Khan,Mumbai Indians,10,0,6,1.0,10.0,10.0,6.0
Kamran Khan,Punjab Kings,15,2,27,4.5,3.3333333333333335,7.5,13.5
Kamran Khan,Royal Challengers Bengaluru,98,1,54,9.0,10.88888888888889,98.0,54.0
Karanveer Singh,Chennai Super Kings,75,0,50,8.333333333333334,9.0,75.0,50.0
Karanveer Singh,Delhi Capitals,22,2,24,4.0,5.5,11.0,12.0
Karanveer Singh,Kolkata Knight Riders,94,7,52,8.666666666666666,10.846153846153847,13.428571428571429,7.428571428571429
Karanveer Singh,Mumbai Indians,30,1,24,4.0,7.5,30.0,24.0
Karanveer Singh,Rajasthan Royals,59,2,49,8.166666666666666,7.224489795918368,29.5,24.5
Karanveer Singh,Royal Challengers Bengaluru,41,0,14,2.3333333333333335,17.57142857142857,41.0,14.0
Karim Janat,Rajasthan Royals,30,0,6,1.0,30.0,30.0,6.0
Kartik Tyagi,Chennai Super Kings,121,3,76,12.666666666666666,9.552631578947368,40.333333333333336,25.333333333333332
Kartik Tyagi,Delhi Capitals,142,3,105,17.5,8.114285714285714,47.333333333333336,35.0
Kartik Tyagi,Kolkata Knight Riders,66,3,39,6.5,10.153846153846153,22.0,13.0
Kartik Tyagi,Lucknow Super Giants,31,1,18,3.0,10.333333333333334,31.0,18.0
Kartik Tyagi,Mumbai Indians,165,3,96,16.0,10.3125,55.0,32.0
Kartik Tyagi,Punjab Kings,76,2,50,8.333333333333334,9.12,38.0,25.0
Kartik Tyagi,Royal Challengers Bengaluru,118,2,78,13.0,9.076923076923077,59.0,39.0
Kartik Tyagi,Sunrisers Hyderabad,151,3,90,15.0,10.066666666666666,50.333333333333336,30.0
Kuldeep Yadav,Chennai Super Kings,264,4,187,31.166666666666668,8.470588235294118,66.0,46.75
Kuldeep Yadav,Delhi Capitals,179,5,123,20.5,8.731707317073171,35.8,24.6
Kuldeep Yadav,Gujarat Titans,219,6,190,31.666666666666668,6.91578947368421,36.5,31.666666666666668
Kuldeep Yadav,Kolkata Knight Riders,125,10,105,17.5,7.142857142857143,12.5,10.5
Kuldeep Yadav,Lucknow Super Giants,232,11,186,31.0,7.483870967741935,21.09090909090909,16.90909090909091
Kuldeep Yadav,Mumbai Indians,393,10,270,45.0,8.733333333333333,39.3,27.0
Kuldeep Yadav,Other,58,4,48,8.0,7.25,14.5,12.0
Kuldeep Yadav,Punjab Kings,287,12,211,35.166666666666664,8.161137440758294,23.916666666666668,17.583333333333332
Kuldeep Yadav,Rajasthan Royals,304,12,250,41.666666666666664,7.296,25.333333333333332,20.833333333333332
Kuldeep Yadav,Rising Pune Supergiants,66,3,48,8.0,8.25,22.0,16.0
Kuldeep Yadav,Royal Challengers Bengaluru,346,9,240,40.0,8.65,38.44444444444444,26.666666666666668
Kuldeep Yadav,Sunrisers Hyderabad,433,19,330,55.0,7.872727272727273,22.789473684210527,17.36842105263158
L Ablish,Delhi Capitals,19,1,14,2.3333333333333335,8.142857142857142,19.0,14.0
L Ablish,Mumbai Indians,17,2,13,2.1666666666666665,7.846153846153847,8.5,6.5
L Ablish,Royal Challengers Bengaluru,39,0,18,3.0,13.0,39.0,18.0
L Balaji,Chennai Super Kings,207,4,150,25.0,8.28,51.75,37.5
L Balaji,Delhi Capitals,221,12,184,30.666666666666668,7.206521739130435,18.416666666666668,15.333333333333334
L Balaji,Kolkata Knight Riders,147,4,101,16.833333333333332,8.732673267326733,36.75,25.25
L Balaji,Mumbai Indians,220,5,177,29.5,7.4576271186440675,44.0,35.4
L Balaji,Other,110,7,106,17.666666666666668,6.226415094339623,15.714285714285714,15.142857142857142
L Balaji,Punjab Kings,259,10,203,33.833333333333336,7.655172413793103,25.9,20.3
L Balaji,Rajasthan Royals,277,9,203,33.833333333333336,8.1871921182266,30.77777777777778,22.555555555555557
L Balaji,Royal Challengers Bengaluru,335,16,256,42.666666666666664,7.8515625,20.9375,16.0
L Balaji,Sunrisers Hyderabad,252,9,194,32.333333333333336,7.793814432989691,28.0,21.555555555555557
L Ngidi,Chennai Super Kings,71,3,48,8.0,8.875,23.666666666666668,16.0
L Ngidi,Delhi Capitals,40,3,46,7.666666666666667,5.217391304347826,13.333333333333334,15.333333333333334
L Ngidi,Gujarat Titans,24,1,26,4.333333333333333,5.538461538461539,24.0,26.0
L Ngidi,Kolkata Knight Riders,98,6,69,11.5,8.521739130434783,16.333333333333332,11.5
L Ngidi,Lucknow Super Giants,27,3,22,3.6666666666666665,7.363636363636364,9.0,7.333333333333333
L Ngidi,Mumbai Indians,134,4,75,12.5,10.72,33.5,18.75
L Ngidi,Punjab Kings,49,7,50,8.333333333333334,5.88,7.0,7.142857142857143
L Ngidi,Rajasthan Royals,56,1,28,4.666666666666667,12.0,56.0,28.0
L Ngidi,Royal Challengers Bengaluru,24,1,25,4.166666666666667,5.76,24.0,25.0
L Ngidi,Sunrisers Hyderabad,132,5,98,16.333333333333332,8.081632653061225,26.4,19.6
L Wood,Delhi Capitals,68,1,24,4.0,17.0,68.0,24.0
L Wood,Gujarat Titans,25,0,14,2.3333333333333335,10.714285714285714,25.0,14.0
LA Carseldine,Royal Challengers Bengaluru,6,1,7,1.1666666666666667,5.142857142857142,6.0,7.0
LB Williams,Kolkata Knight Riders,38,1,20,3.3333333333333335,11.4,38.0,20.0
LB Williams,Mumbai Indians,34,0,22,3.6666666666666665,9.272727272727273,34.0,22.0
LE Plunkett,Chennai Super Kings,52,0,18,3.0,17.333333333333332,52.0,18.0
LE Plunkett,Kolkata Knight Riders,24,0,24,4.0,6.0,24.0,24.0
LE Plunkett,Mumbai Indians,27,0,20,3.3333333333333335,8.1,27.0,20.0
LE Plunkett,Punjab Kings,17,3,25,4.166666666666667,4.08,5.666666666666667,8.333333333333334
LE Plunkett,Rajasthan Royals,37,0,18,3.0,12.333333333333334,37.0,18.0
LE Plunkett,Sunrisers Hyderabad,68,1,49,8.166666666666666,8.326530612244898,68.0,49.0
LH Ferguson,Chennai Super Kings,268,5,152,25.333333333333332,10.578947368421053,53.6,30.4
LH Ferguson,Delhi Capitals,192,11,154,25.666666666666668,7.48051948051948,17.454545454545453,14.0
LH Ferguson,Gujarat Titans,40,0,26,4.333333333333333,9.230769230769232,40.0,26.0
LH Ferguson,Kolkata Knight Riders,80,2,50,8.333333333333334,9.6,40.0,25.0
LH Ferguson,Lucknow Super Giants,50,1,44,7.333333333333333,6.818181818181818,50.0,44.0
LH Ferguson,Mumbai Indians,122,5,95,15.833333333333334,7.705263157894737,24.4,19.0
LH Ferguson,Other,44,0,26,4.333333333333333,10.153846153846155,44.0,26.0
LH Ferguson,Punjab Kings,165,6,114,19.0,8.68421052631579,27.5,19.0
LH Ferguson,Rajasthan Royals,137,9,116,19.333333333333332,7.086206896551724,15.222222222222221,12.88888888888889
LH Ferguson,Royal Challengers Bengaluru,167,8,146,24.333333333333332,6.863013698630137,20.875,18.25
LH Ferguson,Sunrisers Hyderabad,267,7,155,25.833333333333332,10.335483870967742,38.142857142857146,22.142857142857142
LI Meriwala,Punjab Kings,32,1,19,3.1666666666666665,10.105263157894738,32.0,19.0
LJ Wright,Chennai Super Kings,12,1,6,1.0,12.0,12.0,6.0
LJ Wright,Delhi Capitals,40,0,20,3.3333333333333335,12.0,40.0,20.0
LJ Wright,Kolkata Knight Riders,11,0,6,1.0,11.0,11.0,6.0
LJ Wright,Punjab Kings,35,0,17,2.8333333333333335,12.352941176470587,35.0,17.0
LJ Wright,Royal Challengers Bengaluru,26,1,26,4.333333333333333,6.0,26.0,26.0
LMP Simmons,Kolkata Knight Riders,34,1,18,3.0,11.333333333333334,34.0,18.0
LPC Silva,Royal Challengers Bengaluru,21,0,6,1.0,21.0,21.0,6.0
LR Shukla,Chennai Super Kings,102,2,73,12.166666666666666,8.383561643835616,51.0,36.5
LR Shukla,Delhi Capitals,14,3,12,2.0,7.0,4.666666666666667,4.0
LR Shukla,Kolkata Knight Riders,19,0,13,2.1666666666666665,8.76923076923077,19.0,13.0
LR Shukla,Mumbai Indians,66,3,54,9.0,7.333333333333333,22.0,18.0
LR Shukla,Punjab Kings,53,0,34,5.666666666666667,9.352941176470587,53.0,34.0
LR Shukla,Rajasthan Royals,87,3,74,12.333333333333334,7.0540540540540535,29.0,24.666666666666668
LR Shukla,Royal Challengers Bengaluru,32,2,21,3.5,9.142857142857142,16.0,10.5
LR Shukla,Sunrisers Hyderabad,74,2,45,7.5,9.866666666666667,37.0,22.5
LRPL Taylor,Chennai Super Kings,13,0,7,1.1666666666666667,11.142857142857142,13.0,7.0
LRPL Taylor,Royal Challengers Bengaluru,11,0,6,1.0,11.0,11.0,6.0
LS Livingstone,Chennai Super Kings,81,4,55,9.166666666666666,8.836363636363638,20.25,13.75
LS Livingstone,Delhi Capitals,41,3,32,5.333333333333333,7.6875,13.666666666666666,10.666666666666666
LS Livingstone,Gujarat Titans,58,3,52,8.666666666666666,6.6923076923076925,19.333333333333332,17.333333333333332
LS Livingstone,Kolkata Knight Riders,54,0,27,4.5,12.0,54.0,27.0
LS Livingstone,Lucknow Super Giants,42,1,19,3.1666666666666665,13.263157894736842,42.0,19.0
LS Livingstone,Mumbai Indians,63,1,36,6.0,10.5,63.0,36.0
LS Livingstone,Rajasthan Royals,35,1,32,5.333333333333333,6.5625,35.0,32.0
LS Livingstone,Royal Challengers Bengaluru,51,0,32,5.333333333333333,9.5625,51.0,32.0
LS Livingstone,Sunrisers Hyderabad,44,0,36,6.0,7.333333333333333,44.0,36.0
Lalit Yadav,Chennai Super Kings,66,1,32,5.333333333333333,12.375,66.0,32.0
Lalit Yadav,Kolkata Knight Riders,88,4,61,10.166666666666666,8.655737704918034,22.0,15.25
Lalit Yadav,Lucknow Super Giants,37,1,30,5.0,7.4,37.0,30.0
Lalit Yadav,Mumbai Indians,70,1,67,11.166666666666666,6.268656716417911,70.0,67.0
Lalit Yadav,Punjab Kings,53,2,43,7.166666666666667,7.395348837209302,26.5,21.5
Lalit Yadav,Rajasthan Royals,41,0,24,4.0,10.25,41.0,24.0
Lalit Yadav,Royal Challengers Bengaluru,29,1,25,4.166666666666667,6.959999999999999,29.0,25.0
Lalit Yadav,Sunrisers Hyderabad,41,0,12,2.0,20.5,41.0,12.0
M Ashwin,Chennai Super Kings,122,2,106,17.666666666666668,6.90566037735849,61.0,53.0
M Ashwin,Delhi Capitals,128,3,107,17.833333333333332,7.177570093457945,42.666666666666664,35.666666666666664
M Ashwin,Gujarat Titans,29,2,24,4.0,7.25,14.5,12.0
M Ashwin,Kolkata Knight Riders,192,7,137,22.833333333333332,8.408759124087592,27.428571428571427,19.571428571428573
M Ashwin,Lucknow Super Giants,33,1,24,4.0,8.25,33.0,24.0
M Ashwin,Mumbai Indians,94,3,81,13.5,6.962962962962963,31.333333333333332,27.0
M Ashwin,Other,53,2,44,7.333333333333333,7.2272727272727275,26.5,22.0
M Ashwin,Punjab Kings,70,4,48,8.0,8.75,17.5,12.0
M Ashwin,Rajasthan Royals,158,3,106,17.666666666666668,8.943396226415095,52.666666666666664,35.333333333333336
M Ashwin,Royal Challengers Bengaluru,154,6,122,20.333333333333332,7.5737704918032795,25.666666666666668,20.333333333333332
M Ashwin,Sunrisers Hyderabad,129,2,99,16.5,7.818181818181818,64.5,49.5
M Jansen,Chennai Super Kings,226,4,143,23.833333333333332,9.482517482517483,56.5,35.75
M Jansen,Delhi Capitals,68,1,38,6.333333333333333,10.736842105263158,68.0,38.0
M Jansen,Gujarat Titans,193,4,131,21.833333333333332,8.83969465648855,48.25,32.75
M Jansen,Kolkata Knight Riders,197,9,155,25.833333333333332,7.625806451612903,21.88888888888889,17.22222222222222
M Jansen,Lucknow Super Giants,59,2,50,8.333333333333334,7.079999999999999,29.5,25.0
M Jansen,Mumbai Indians,152,6,98,16.333333333333332,9.306122448979593,25.333333333333332,16.333333333333332
M Jansen,Punjab Kings,51,2,44,7.333333333333333,6.954545454545455,25.5,22.0
M Jansen,Rajasthan Royals,174,4,99,16.5,10.545454545454545,43.5,24.75
M Jansen,Royal Challengers Bengaluru,83,7,92,15.333333333333334,5.413043478260869,11.857142857142858,13.142857142857142
M Jansen,Sunrisers Hyderabad,79,0,37,6.166666666666667,12.81081081081081,79.0,37.0
M Kartik,Chennai Super Kings,248,1,194,32.333333333333336,7.6701030927835046,248.0,194.0
M Kartik,Delhi Capitals,136,1,140,23.333333333333332,5.828571428571429,136.0,140.0
M Kartik,Kolkata Knight Riders,39,2,50,8.333333333333334,4.68,19.5,25.0
M Kartik,Mumbai Indians,179,7,172,28.666666666666668,6.2441860465116275,25.571428571428573,24.571428571428573
M Kartik,Other,84,3,70,11.666666666666666,7.2,28.0,23.333333333333332
M Kartik,Punjab Kings,125,3,96,16.0,7.8125,41.666666666666664,32.0
M Kartik,Rajasthan Royals,286,3,185,30.833333333333332,9.275675675675677,95.33333333333333,61.666666666666664
M Kartik,Royal Challengers Bengaluru,100,4,88,14.666666666666666,6.818181818181818,25.0,22.0
M Kartik,Sunrisers Hyderabad,191,7,187,31.166666666666668,6.128342245989304,27.285714285714285,26.714285714285715
M Manhas,Punjab Kings,14,0,18,3.0,4.666666666666667,14.0,18.0
M Manhas,Royal Challengers Bengaluru,9,0,6,1.0,9.0,9.0,6.0
M Manhas,Sunrisers Hyderabad,19,0,18,3.0,6.333333333333333,19.0,18.0
M Markande,Chennai Super Kings,123,5,97,16.166666666666668,7.608247422680412,24.6,19.4
M Markande,Delhi Capitals,189,6,130,21.666666666666668,8.723076923076922,31.5,21.666666666666668
M Markande,Gujarat Titans,60,1,38,6.333333333333333,9.473684210526317,60.0,38.0
M Markande,Kolkata Knight Riders,162,7,120,20.0,8.1,23.142857142857142,17.142857142857142
M Markande,Lucknow Super Giants,39,1,18,3.0,13.0,39.0,18.0
M Markande,Mumbai Indians,87,0,51,8.5,10.235294117647058,87.0,51.0
M Markande,Punjab Kings,90,5,69,11.5,7.826086956521739,18.0,13.8
M Markande,Rajasthan Royals,122,0,66,11.0,11.090909090909092,122.0,66.0
M Markande,Royal Challengers Bengaluru,204,6,119,19.833333333333332,10.285714285714286,34.0,19.833333333333332
M Markande,Sunrisers Hyderabad,69,6,60,10.0,6.9,11.5,10.0
M Morkel,Chennai Super Kings,92,3,75,12.5,7.36,30.666666666666668,25.0
M Morkel,Delhi Capitals,71,4,52,8.666666666666666,8.192307692307693,17.75,13.0
M Morkel,Kolkata Knight Riders,154,6,117,19.5,7.897435897435898,25.666666666666668,19.5
M Morkel,Mumbai Indians,260,12,233,38.833333333333336,6.695278969957081,21.666666666666668,19.416666666666668
M Morkel,Other,280,9,190,31.666666666666668,8.842105263157894,31.11111111111111,21.11111111111111
M Morkel,Punjab Kings,318,17,295,49.166666666666664,6.467796610169492,18.705882352941178,17.352941176470587
M Morkel,Rajasthan Royals,178,4,148,24.666666666666668,7.216216216216216,44.5,37.0
M Morkel,Rising Pune Supergiants,52,0,37,6.166666666666667,8.432432432432432,52.0,37.0
M Morkel,Royal Challengers Bengaluru,314,9,256,42.666666666666664,7.359375,34.888888888888886,28.444444444444443
M Morkel,Sunrisers Hyderabad,370,13,296,49.333333333333336,7.5,28.46153846153846,22.76923076923077
M Muralitharan,Chennai Super Kings,76,4,74,12.333333333333334,6.162162162162162,19.0,18.5
M Muralitharan,Delhi Capitals,219,9,193,32.166666666666664,6.808290155440415,24.333333333333332,21.444444444444443
M Muralitharan,Kolkata Knight Riders,255,6,228,38.0,6.7105263157894735,42.5,38.0
M Muralitharan,Mumbai Indians,198,8,187,31.166666666666668,6.352941176470588,24.75,23.375
M Muralitharan,Other,90,3,67,11.166666666666666,8.059701492537314,30.0,22.333333333333332
M Muralitharan,Punjab Kings,199,10,176,29.333333333333332,6.784090909090909,19.9,17.6
M Muralitharan,Rajasthan Royals,294,6,218,36.333333333333336,8.091743119266054,49.0,36.333333333333336
M Muralitharan,Royal Challengers Bengaluru,142,9,169,28.166666666666668,5.041420118343195,15.777777777777779,18.77777777777778
M Muralitharan,Sunrisers Hyderabad,233,9,269,44.833333333333336,5.197026022304833,25.88888888888889,29.88888888888889
M Ntini,Delhi Capitals,29,0,24,4.0,7.25,29.0,24.0
M Ntini,Kolkata Knight Riders,21,4,25,4.166666666666667,5.04,5.25,6.25
M Ntini,Punjab Kings,23,2,24,4.0,5.75,11.5,12.0
M Ntini,Rajasthan Royals,81,0,67,11.166666666666666,7.253731343283582,81.0,67.0
M Ntini,Royal Challengers Bengaluru,27,0,24,4.0,6.75,27.0,24.0
M Ntini,Sunrisers Hyderabad,61,1,49,8.166666666666666,7.469387755102042,61.0,49.0
M Pathirana,Delhi Capitals,121,9,109,18.166666666666668,6.660550458715596,13.444444444444445,12.11111111111111
M Pathirana,Gujarat Titans,163,8,127,21.166666666666668,7.700787401574803,20.375,15.875
M Pathirana,Kolkata Knight Riders,89,1,72,12.0,7.416666666666667,89.0,72.0
M Pathirana,Lucknow Super Giants,131,7,105,17.5,7.485714285714286,18.714285714285715,15.0
M Pathirana,Mumbai Indians,77,7,62,10.333333333333334,7.451612903225806,11.0,8.857142857142858
M Pathirana,Punjab Kings,129,3,76,12.666666666666666,10.18421052631579,43.0,25.333333333333332
M Pathirana,Rajasthan Royals,126,2,94,15.666666666666666,8.042553191489363,63.0,47.0
M Pathirana,Royal Challengers Bengaluru,114,7,80,13.333333333333334,8.549999999999999,16.285714285714285,11.428571428571429
M Pathirana,Sunrisers Hyderabad,66,3,62,10.333333333333334,6.387096774193548,22.0,20.666666666666668
M Prasidh Krishna,Chennai Super Kings,197,3,151,25.166666666666668,7.827814569536423,65.66666666666667,50.333333333333336
M Prasidh Krishna,Delhi Capitals,298,12,202,33.666666666666664,8.851485148514852,24.833333333333332,16.833333333333332
M Prasidh Krishna,Gujarat Titans,115,1,74,12.333333333333334,9.324324324324325,115.0,74.0
M Prasidh Krishna,Kolkata Knight Riders,105,4,82,13.666666666666666,7.682926829268293,26.25,20.5
M Prasidh Krishna,Lucknow Super Giants,165,9,125,20.833333333333332,7.920000000000001,18.333333333333332,13.88888888888889
M Prasidh Krishna,Mumbai Indians,391,12,261,43.5,8.988505747126437,32.583333333333336,21.75
M Prasidh Krishna,Punjab Kings,274,12,190,31.666666666666668,8.652631578947368,22.833333333333332,15.833333333333334
M Prasidh Krishna,Rajasthan Royals,275,11,189,31.5,8.73015873015873,25.0,17.181818181818183
M Prasidh Krishna,Royal Challengers Bengaluru,321,9,237,39.5,8.126582278481013,35.666666666666664,26.333333333333332
M Prasidh Krishna,Sunrisers Hyderabad,212,12,183,30.5,6.950819672131147,17.666666666666668,15.25
M Shahrukh Khan,Chennai Super Kings,13,1,6,1.0,13.0,13.0,6.0
M Shahrukh Khan,Delhi Capitals,8,0,6,1.0,8.0,8.0,6.0
M Shahrukh Khan,Punjab Kings,7,0,6,1.0,7.0,7.0,6.0
M Siddharth,Delhi Capitals,39,2,24,4.0,9.75,19.5,12.0
M Siddharth,Gujarat Titans,29,0,28,4.666666666666667,6.2142857142857135,29.0,28.0
M Siddharth,Kolkata Knight Riders,34,1,25,4.166666666666667,8.16,34.0,25.0
M Siddharth,Punjab Kings,49,0,31,5.166666666666667,9.483870967741934,49.0,31.0
M Siddharth,Royal Challengers Bengaluru,21,1,18,3.0,7.0,21.0,18.0
M Siddharth,Sunrisers Hyderabad,29,1,25,4.166666666666667,6.959999999999999,29.0,25.0
M Theekshana,Chennai Super Kings,30,0,24,4.0,7.5,30.0,24.0
M Theekshana,Delhi Capitals,108,4,84,14.0,7.714285714285714,27.0,21.0
M Theekshana,Gujarat Titans,177,8,126,21.0,8.428571428571429,22.125,15.75
M Theekshana,Kolkata Knight Riders,155,4,116,19.333333333333332,8.017241379310345,38.75,29.0
M Theekshana,Lucknow Super Giants,69,2,49,8.166666666666666,8.448979591836736,34.5,24.5
M Theekshana,Mumbai Indians,134,2,93,15.5,8.64516129032258,67.0,46.5
M Theekshana,Punjab Kings,94,3,78,13.0,7.230769230769231,31.333333333333332,26.0
M Theekshana,Rajasthan Royals,94,1,73,12.166666666666666,7.726027397260275,94.0,73.0
M Theekshana,Royal Challengers Bengaluru,183,8,134,22.333333333333332,8.194029850746269,22.875,16.75
M Theekshana,Sunrisers Hyderabad,163,4,125,20.833333333333332,7.824000000000001,40.75,31.25
M Tiwari,Punjab Kings,14,0,6,1.0,14.0,14.0,6.0
M Vijay,Chennai Super Kings,13,0,6,1.0,13.0,13.0,6.0
M Vijay,Mumbai Indians,12,0,6,1.0,12.0,12.0,6.0
M Vijay,Sunrisers Hyderabad,24,0,25,4.166666666666667,5.76,24.0,25.0
M de Lange,Chennai Super Kings,67,0,44,7.333333333333333,9.136363636363637,67.0,44.0
M de Lange,Delhi Capitals,68,2,45,7.5,9.066666666666666,34.0,22.5
M de Lange,Other,34,3,27,4.5,7.555555555555555,11.333333333333334,9.0
MA Khote,Chennai Super Kings,29,2,18,3.0,9.666666666666666,14.5,9.0
MA Khote,Punjab Kings,22,0,12,2.0,11.0,22.0,12.0
MA Starc,Chennai Super Kings,187,6,163,27.166666666666668,6.883435582822085,31.166666666666668,27.166666666666668
MA Starc,Delhi Capitals,182,9,139,23.166666666666668,7.856115107913669,20.22222222222222,15.444444444444445
MA Starc,Gujarat Titans,49,0,20,3.3333333333333335,14.7,49.0,20.0
MA Starc,Kolkata Knight Riders,123,7,91,15.166666666666666,8.10989010989011,17.571428571428573,13.0
MA Starc,Lucknow Super Giants,117,8,85,14.166666666666666,8.258823529411766,14.625,10.625
MA Starc,Mumbai Indians,178,7,123,20.5,8.682926829268293,25.428571428571427,17.571428571428573
MA Starc,Punjab Kings,116,7,106,17.666666666666668,6.566037735849056,16.571428571428573,15.142857142857142
MA Starc,Rajasthan Royals,203,7,157,26.166666666666668,7.75796178343949,29.0,22.428571428571427
MA Starc,Royal Challengers Bengaluru,168,1,82,13.666666666666666,12.292682926829269,168.0,82.0
MA Starc,Sunrisers Hyderabad,214,13,158,26.333333333333332,8.126582278481013,16.46153846153846,12.153846153846153
MA Wood,Chennai Super Kings,49,3,24,4.0,12.25,16.333333333333332,8.0
MA Wood,Delhi Capitals,14,5,26,4.333333333333333,3.230769230769231,2.8,5.2
MA Wood,Mumbai Indians,49,0,25,4.166666666666667,11.76,49.0,25.0
MA Wood,Punjab Kings,35,2,26,4.333333333333333,8.076923076923077,17.5,13.0
MA Wood,Royal Challengers Bengaluru,32,1,26,4.333333333333333,7.384615384615385,32.0,26.0
MB Parmar,Sunrisers Hyderabad,33,0,19,3.1666666666666665,10.421052631578949,33.0,19.0
MC Henriques,Chennai Super Kings,29,2,32,5.333333333333333,5.4375,14.5,16.0
MC Henriques,Delhi Capitals,237,6,155,25.833333333333332,9.174193548387096,39.5,25.833333333333332
MC Henriques,Kolkata Knight Riders,165,7,130,21.666666666666668,7.615384615384615,23.571428571428573,18.571428571428573
MC Henriques,Mumbai Indians,108,2,113,18.833333333333332,5.734513274336283,54.0,56.5
MC Henriques,Other,136,2,93,15.5,8.774193548387096,68.0,46.5
MC Henriques,Punjab Kings,279,9,193,32.166666666666664,8.67357512953368,31.0,21.444444444444443
MC Henriques,Rajasthan Royals,46,3,44,7.333333333333333,6.272727272727273,15.333333333333334,14.666666666666666
MC Henriques,Rising Pune Supergiants,55,2,53,8.833333333333334,6.226415094339623,27.5,26.5
MC Henriques,Royal Challengers Bengaluru,156,6,110,18.333333333333332,8.50909090909091,26.0,18.333333333333332
MC Henriques,Sunrisers Hyderabad,78,3,56,9.333333333333334,8.357142857142856,26.0,18.666666666666668
MF Maharoof,Kolkata Knight Riders,55,2,43,7.166666666666667,7.674418604651162,27.5,21.5
MF Maharoof,Mumbai Indians,77,3,55,9.166666666666666,8.4,25.666666666666668,18.333333333333332
MF Maharoof,Punjab Kings,124,4,93,15.5,8.0,31.0,23.25
MF Maharoof,Rajasthan Royals,139,11,141,23.5,5.914893617021277,12.636363636363637,12.818181818181818
MF Maharoof,Royal Challengers Bengaluru,50,3,60,10.0,5.0,16.666666666666668,20.0
MF Maharoof,Sunrisers Hyderabad,75,4,49,8.166666666666666,9.183673469387756,18.75,12.25
MG Bracewell,Gujarat Titans,16,0,6,1.0,16.0,16.0,6.0
MG Bracewell,Kolkata Knight Riders,34,1,18,3.0,11.333333333333334,34.0,18.0
MG Bracewell,Mumbai Indians,16,1,12,2.0,8.0,16.0,12.0
MG Bracewell,Rajasthan Royals,16,2,18,3.0,5.333333333333333,8.0,9.0
MG Bracewell,Sunrisers Hyderabad,13,2,12,2.0,6.5,6.5,6.0
MG Johnson,Chennai Super Kings,327,9,223,37.166666666666664,8.798206278026907,36.333333333333336,24.77777777777778
MG Johnson,Delhi Capitals,211,4,136,22.666666666666668,9.308823529411764,52.75,34.0
MG Johnson,Kolkata Knight Riders,265,14,214,35.666666666666664,7.4299065420560755,18.928571428571427,15.285714285714286
MG Johnson,Mumbai Indians,169,4,119,19.833333333333332,8.521008403361344,42.25,29.75
MG Johnson,Other,76,6,75,12.5,6.08,12.666666666666666,12.5
MG Johnson,Punjab Kings,29,2,27,4.5,6.444444444444445,14.5,13.5
MG Johnson,Rajasthan Royals,189,7,154,25.666666666666668,7.363636363636363,27.0,22.0
MG Johnson,Rising Pune Supergiants,60,4,49,8.166666666666666,7.346938775510204,15.0,12.25
MG Johnson,Royal Challengers Bengaluru,197,5,162,27.0,7.296296296296297,39.4,32.4
MG Johnson,Sunrisers Hyderabad,185,7,142,23.666666666666668,7.816901408450704,26.428571428571427,20.285714285714285
MG Neser,Royal Challengers Bengaluru,62,0,25,4.166666666666667,14.879999999999999,62.0,25.0
MJ Clarke,Kolkata Knight Riders,41,1,36,6.0,6.833333333333333,41.0,36.0
MJ Clarke,Mumbai Indians,9,0,12,2.0,4.5,9.0,12.0
MJ Clarke,Rajasthan Royals,12,1,12,2.0,6.0,12.0,12.0
MJ Clarke,Royal Challengers Bengaluru,5,0,6,1.0,5.0,5.0,6.0
MJ Henry,Chennai Super Kings,54,1,42,7.0,7.714285714285714,54.0,42.0
MJ Henry,Kolkata Knight Riders,31,1,18,3.0,10.333333333333334,31.0,18.0
MJ Henry,Mumbai Indians,64,0,27,4.5,14.222222222222221,64.0,27.0
MJ Henry,Punjab Kings,54,2,24,4.0,13.5,27.0,12.0
